,Name,total_area
343,"Primary somatosensory area, trunk, layer 6b",275906.4
344,"Primary somatosensory area, unassigned",9249256.2
345,"Primary somatosensory area, unassigned, layer 1",1245940.3
346,"Primary somatosensory area, unassigned, layer 2/3",2470725.8000000003
347,"Primary somatosensory area, unassigned, layer 4",1396423.11
348,"Primary somatosensory area, unassigned, layer 5",1888284.3699999999
349,"Primary somatosensory area, unassigned, layer 6a",2074242.48
350,"Primary somatosensory area, unassigned, layer 6b",173639.97
351,"Primary somatosensory area, upper limb",28790374.080000002
352,"Primary somatosensory area, upper limb, layer 1",3483236.5
353,"Primary somatosensory area, upper limb, layer 2/3",7485911.77
354,"Primary somatosensory area, upper limb, layer 4",4042634.98
355,"Primary somatosensory area, upper limb, layer 5",6068325.33
356,"Primary somatosensory area, upper limb, layer 6a",7166638.52
357,"Primary somatosensory area, upper limb, layer 6b",543627.78
358,Primary visual area,7341805.7
359,"Primary visual area, layer 1",1204563.4
360,"Primary visual area, layer 2/3",1927897.3
361,"Primary visual area, layer 4",1065044.0
362,"Primary visual area, layer 5",1703803.7999999998
363,"Primary visual area, layer 6a",1195227.6
364,"Primary visual area, layer 6b",245269.2
365,Prosubiculum,920663.4
366,Red nucleus,291029.0
367,Reticular nucleus of the thalamus,10494111.5
368,Retrochiasmatic area,1003290.6
369,Retrohippocampal region,12817430.3
370,Retroparafascicular nucleus,605805.5
371,Retrosplenial area,47519025.0
372,"Retrosplenial area, dorsal part",16495814.8
373,"Retrosplenial area, dorsal part, layer 1",3247519.6
374,"Retrosplenial area, dorsal part, layer 2/3",4370344.81
375,"Retrosplenial area, dorsal part, layer 5",5206281.6
376,"Retrosplenial area, dorsal part, layer 6a",3478198.7
377,"Retrosplenial area, dorsal part, layer 6b",193470.0
378,"Retrosplenial area, lateral agranular part",9515816.7
379,"Retrosplenial area, lateral agranular part, layer 1",1655377.7
380,"Retrosplenial area, lateral agranular part, layer 2/3",2501233.4
381,"Retrosplenial area, lateral agranular part, layer 5",3167361.4
382,"Retrosplenial area, lateral agranular part, layer 6a",1978660.7
383,"Retrosplenial area, lateral agranular part, layer 6b",213182.78
384,"Retrosplenial area, ventral part",21507389.4
385,"Retrosplenial area, ventral part, layer 1",4513045.9
386,"Retrosplenial area, ventral part, layer 2/3",5189678.1
387,"Retrosplenial area, ventral part, layer 5",8242992.1
388,"Retrosplenial area, ventral part, layer 6a",3248073.7
389,"Retrosplenial area, ventral part, layer 6b",313595.2
390,Rhomboid nucleus,668079.7
391,Root,1759682679.4
392,Rostral linear nucleus raphe,61498.5
393,"Rostrolateral area, layer 1",1057794.1
394,"Rostrolateral area, layer 2/3",1700999.4
395,"Rostrolateral area, layer 4",887788.6
396,"Rostrolateral area, layer 5",1457247.2
397,"Rostrolateral area, layer 6a",894862.0
398,"Rostrolateral area, layer 6b",168362.3
399,Rostrolateral visual area,6167055.1
400,Secondary motor area,26374670.8
401,"Secondary motor area, layer 1",3835892.76
402,"Secondary motor area, layer 2/3",6811395.7
403,"Secondary motor area, layer 5",8651229.5
404,"Secondary motor area, layer 6a",6809606.82
405,"Secondary motor area, layer 6b",266545.6
406,Septofimbrial nucleus,3954022.1999999997
407,Septohippocampal nucleus,275308.952
408,Somatomotor areas,72799443.0
409,Somatosensory areas,237254226.1
410,Striatum,304103177.8
411,Striatum dorsal region,186203133.87
412,Striatum ventral region,42133165.3
413,Striatum-like amygdalar nuclei,29555055.7
414,Subcommissural organ,114052.6
415,Subfornical organ,160601.9
416,Subgeniculate nucleus,232078.40000000002
417,Subiculum,2397561.6
418,Submedial nucleus of the thalamus,2632829.9
419,Subparafascicular area,849494.2
420,Subparafascicular nucleus,1839066.8
421,"Subparafascicular nucleus, magnocellular part",584627.4
422,"Subparafascicular nucleus, parvicellular part",1254438.6
423,Subparaventricular zone,990782.1
424,Substantia innominata,131532494.3
425,"Substantia nigra, compact part",868870.0
426,"Substantia nigra, reticular part",4315611.5
427,Subthalamic nucleus,1476757.3
428,"Superior colliculus, motor related",1332680.8
429,"Superior colliculus, motor related, deep gray layer",41948.8
430,"Superior colliculus, motor related, deep white layer",28882.5
431,"Superior colliculus, motor related, intermediate gray layer",838634.9999999999
432,"Superior colliculus, motor related, intermediate white layer",423450.10000000003
433,"Superior colliculus, optic layer",187780.3
434,"Superior colliculus, sensory related",356881.8
435,"Superior colliculus, superficial gray layer",85446.0
436,"Superior colliculus, zonal layer",83655.7
437,Supplemental somatosensory area,64293056.0
438,"Supplemental somatosensory area, layer 1",8741514.6
439,"Supplemental somatosensory area, layer 2/3",15331963.9
440,"Supplemental somatosensory area, layer 4",8330989.4
441,"Supplemental somatosensory area, layer 5",15615187.52
442,"Supplemental somatosensory area, layer 6a",14786415.9
443,"Supplemental somatosensory area, layer 6b",1486986.7
444,Suprachiasmatic nucleus,619010.4
445,Suprageniculate nucleus,632003.3
446,Supramammillary nucleus,2241455.3
447,Supraoptic nucleus,282446.0
448,Temporal association areas,10290297.9
449,"Temporal association areas, layer 1",1593746.5
450,"Temporal association areas, layer 2/3",2318835.9
451,"Temporal association areas, layer 4",897686.0
452,"Temporal association areas, layer 5",3195927.19
453,"Temporal association areas, layer 6a",2007094.6099999999
454,"Temporal association areas, layer 6b",277006.0
455,Thalamus,153646136.1
456,"Thalamus, polymodal association cortex related",97195829.0
457,"Thalamus, sensory-motor cortex related",49275067.9
458,Triangular nucleus of septum,2814935.3
459,Tuberal nucleus,3889353.1999999997
460,Tuberomammillary nucleus,1032159.01
461,"Tuberomammillary nucleus, dorsal part",286228.91000000003
462,"Tuberomammillary nucleus, ventral part",745930.2
463,Vascular organ of the lamina terminalis,64374.9
464,Ventral anterior-lateral complex of the thalamus,6275476.5
465,Ventral auditory area,10096058.7
466,"Ventral auditory area, layer 1",1505885.2
467,"Ventral auditory area, layer 2/3",2212441.5
468,"Ventral auditory area, layer 4",1204316.2
469,"Ventral auditory area, layer 5",3316876.7800000003
470,"Ventral auditory area, layer 6a",1602671.7
471,"Ventral auditory area, layer 6b",253881.8
472,Ventral group of the dorsal thalamus,37802255.3
473,Ventral medial nucleus of the thalamus,7271079.23
474,Ventral part of the lateral geniculate complex,3369769.5
475,Ventral posterior complex of the thalamus,22207268.0
476,Ventral posterolateral nucleus of the thalamus,6862535.4
477,"Ventral posterolateral nucleus of the thalamus, parvicellular part",778543.0
478,Ventral posteromedial nucleus of the thalamus,12870181.5
479,"Ventral posteromedial nucleus of the thalamus, parvicellular part",1696008.4000000001
480,Ventral premammillary nucleus,1455613.5
481,Ventral tegmental area,1768007.6
482,Ventrolateral preoptic nucleus,516986.7
483,Ventromedial hypothalamic nucleus,4846144.8
484,Ventromedial preoptic nucleus,470490.5
485,Visceral area,16189504.96
486,"Visceral area, layer 1",2272085.48
487,"Visceral area, layer 2/3",3621037.3
488,"Visceral area, layer 4",1241638.9
