,Name,total_area
374,"Retrosplenial area, lateral agranular part, layer 1",4018040.5
375,"Retrosplenial area, lateral agranular part, layer 2/3",5869037.8
376,"Retrosplenial area, lateral agranular part, layer 5",7040729.4
377,"Retrosplenial area, lateral agranular part, layer 6a",4143928.4
378,"Retrosplenial area, lateral agranular part, layer 6b",467798.6
379,"Retrosplenial area, ventral part",49898294.1
380,"Retrosplenial area, ventral part, layer 1",10310988.2
381,"Retrosplenial area, ventral part, layer 2/3",11794434.7
382,"Retrosplenial area, ventral part, layer 5",19388440.3
383,"Retrosplenial area, ventral part, layer 6a",7720731.9
384,"Retrosplenial area, ventral part, layer 6b",683709.7
385,Rhomboid nucleus,1406601.84
386,Root,3679187423.9
387,Rostral linear nucleus raphe,104065.8
388,"Rostrolateral area, layer 1",2499833.2
389,"Rostrolateral area, layer 2/3",4059485.4
390,"Rostrolateral area, layer 4",2161616.7
391,"Rostrolateral area, layer 5",3587244.71
392,"Rostrolateral area, layer 6a",2231901.67
393,"Rostrolateral area, layer 6b",420770.98
394,Rostrolateral visual area,14960853.0
395,Secondary motor area,54339051.6
396,"Secondary motor area, layer 1",7782867.37
397,"Secondary motor area, layer 2/3",13763645.4
398,"Secondary motor area, layer 5",17885453.6
399,"Secondary motor area, layer 6a",14345902.8
400,"Secondary motor area, layer 6b",561182.9
401,Septofimbrial nucleus,7375926.8
402,Septohippocampal nucleus,563541.5943
403,Somatomotor areas,151943999.0
404,Somatosensory areas,509917044.1
405,Striatum,654959592.99
406,Striatum dorsal region,395617903.9
407,Striatum ventral region,105101434.1
408,Striatum-like amygdalar nuclei,62008208.09
409,Subcommissural organ,288414.2
410,Subfornical organ,285325.7
411,Subgeniculate nucleus,412263.4
412,Subiculum,6313710.1
413,Submedial nucleus of the thalamus,4807412.3
414,Subparafascicular area,2077898.9
415,Subparafascicular nucleus,3280078.8
416,"Subparafascicular nucleus, magnocellular part",1113517.6
417,"Subparafascicular nucleus, parvicellular part",2166561.2
418,Subparaventricular zone,1868884.9200000002
419,Substantia innominata,43644189.9
420,"Substantia nigra, compact part",1747145.1
421,"Substantia nigra, reticular part",7642760.7
422,Subthalamic nucleus,3035797.3000000003
423,"Superior colliculus, motor related",4616634.2
424,"Superior colliculus, motor related, deep gray layer",147418.0
425,"Superior colliculus, motor related, deep white layer",73389.7
426,"Superior colliculus, motor related, intermediate gray layer",3120597.0
427,"Superior colliculus, motor related, intermediate white layer",1275257.4
428,"Superior colliculus, optic layer",884373.0
429,"Superior colliculus, sensory related",1933273.4
430,"Superior colliculus, superficial gray layer",597384.0
431,"Superior colliculus, zonal layer",451516.6
432,Supplemental somatosensory area,138790714.3
433,"Supplemental somatosensory area, layer 1",19118960.1
434,"Supplemental somatosensory area, layer 2/3",33082649.7
435,"Supplemental somatosensory area, layer 4",17926901.8
436,"Supplemental somatosensory area, layer 5",33595248.2
437,"Supplemental somatosensory area, layer 6a",31862682.8
438,"Supplemental somatosensory area, layer 6b",3204298.7
439,Suprachiasmatic nucleus,1107596.8
440,Suprageniculate nucleus,1380418.3
441,Supramammillary nucleus,3644929.2
442,Supraoptic nucleus,724969.58
443,Taenia tecta,506134.0
444,"Taenia tecta, dorsal part",506134.0
445,Temporal association areas,22210381.9
446,"Temporal association areas, layer 1",3447717.8
447,"Temporal association areas, layer 2/3",4858298.7
448,"Temporal association areas, layer 4",1931568.1
449,"Temporal association areas, layer 5",6931735.9
450,"Temporal association areas, layer 6a",4447267.1
451,"Temporal association areas, layer 6b",593794.9
452,Thalamus,309977006.4
453,"Thalamus, polymodal association cortex related",196759709.6
454,"Thalamus, sensory-motor cortex related",99032931.8
455,Triangular nucleus of septum,5657197.9
456,Tuberal nucleus,7779102.5
457,Tuberomammillary nucleus,1860077.8
458,"Tuberomammillary nucleus, dorsal part",415365.0148
459,"Tuberomammillary nucleus, ventral part",1444712.6
460,Vascular organ of the lamina terminalis,133386.7
461,Ventral anterior-lateral complex of the thalamus,12834147.3
462,Ventral auditory area,22416983.4
463,"Ventral auditory area, layer 1",3340645.7
464,"Ventral auditory area, layer 2/3",4841995.5
465,"Ventral auditory area, layer 4",2610029.7
466,"Ventral auditory area, layer 5",7456116.7
467,"Ventral auditory area, layer 6a",3610075.7
468,"Ventral auditory area, layer 6b",558189.6
469,Ventral group of the dorsal thalamus,75945611.4
470,Ventral medial nucleus of the thalamus,14710433.0
471,Ventral part of the lateral geniculate complex,6413230.3
472,Ventral posterior complex of the thalamus,44580371.980000004
473,Ventral posterolateral nucleus of the thalamus,13684101.08
474,"Ventral posterolateral nucleus of the thalamus, parvicellular part",1639063.68
475,Ventral posteromedial nucleus of the thalamus,25807716.0
476,"Ventral posteromedial nucleus of the thalamus, parvicellular part",3449507.6
477,Ventral premammillary nucleus,2578681.0
478,Ventral tegmental area,3326445.3
479,Ventrolateral preoptic nucleus,1039233.8
480,Ventromedial hypothalamic nucleus,8778375.0
481,Ventromedial preoptic nucleus,927289.1
482,Visceral area,35623650.22
