,Name,total_area
369,"Retrosplenial area, ventral part, layer 6a",4909977.2
370,"Retrosplenial area, ventral part, layer 6b",456938.4
371,Rhomboid nucleus,928853.9
372,Root,2359865252.5
373,"Rostrolateral area, layer 1",1857961.0
374,"Rostrolateral area, layer 2/3",3006401.42
375,"Rostrolateral area, layer 4",1566714.22
376,"Rostrolateral area, layer 5",2678706.7600000002
377,"Rostrolateral area, layer 6a",1675356.8
378,"Rostrolateral area, layer 6b",318737.4
379,Rostrolateral visual area,11103878.0
380,Secondary motor area,32271523.599999998
381,"Secondary motor area, layer 1",4699525.4
382,"Secondary motor area, layer 2/3",8057194.08
383,"Secondary motor area, layer 5",10554698.3
384,"Secondary motor area, layer 6a",8630861.86
385,"Secondary motor area, layer 6b",329244.0
386,Septofimbrial nucleus,6085667.8
387,Septohippocampal nucleus,204524.7
388,Somatomotor areas,89107038.7
389,Somatosensory areas,389755642.7
390,Striatum,518672924.4
391,Striatum dorsal region,254010688.3
392,Striatum ventral region,49047328.6
393,Striatum-like amygdalar nuclei,37259565.6
394,Subcommissural organ,201763.8
395,Subfornical organ,166682.09999999998
396,Subgeniculate nucleus,459750.9
397,Subiculum,4203260.3
398,Submedial nucleus of the thalamus,2912583.7
399,Subparafascicular area,2262578.2
400,Subparafascicular nucleus,2569647.9
401,"Subparafascicular nucleus, magnocellular part",1243894.5
402,"Subparafascicular nucleus, parvicellular part",1325753.4
403,Subparaventricular zone,1171846.9
404,Substantia innominata,26647208.8
405,"Substantia nigra, compact part",1024859.8
406,"Substantia nigra, reticular part",3944741.8000000003
407,Subthalamic nucleus,2396541.2
408,"Superior colliculus, motor related",1504448.8
409,"Superior colliculus, motor related, intermediate gray layer",1122208.0
410,"Superior colliculus, motor related, intermediate white layer",382240.80000000005
411,"Superior colliculus, optic layer",446812.8
412,"Superior colliculus, sensory related",787898.4
413,"Superior colliculus, superficial gray layer",122139.59999999999
414,"Superior colliculus, zonal layer",218946.2
415,Supplemental somatosensory area,91349394.1
416,"Supplemental somatosensory area, layer 1",12171849.9
417,"Supplemental somatosensory area, layer 2/3",21374865.8
418,"Supplemental somatosensory area, layer 4",11626943.2
419,"Supplemental somatosensory area, layer 5",21287793.7
420,"Supplemental somatosensory area, layer 6a",21626472.6
421,"Supplemental somatosensory area, layer 6b",2173355.9
422,Suprachiasmatic nucleus,685735.4
423,Suprageniculate nucleus,745429.1
424,Supramammillary nucleus,2346428.6
425,Supraoptic nucleus,451406.85
426,Temporal association areas,15325526.0
427,"Temporal association areas, layer 1",2520933.7
428,"Temporal association areas, layer 2/3",3497385.9
429,"Temporal association areas, layer 4",1360282.2
430,"Temporal association areas, layer 5",4723279.8
431,"Temporal association areas, layer 6a",2852008.1
432,"Temporal association areas, layer 6b",371637.62
433,Thalamus,201250884.6
434,"Thalamus, polymodal association cortex related",128414409.9
435,"Thalamus, sensory-motor cortex related",63263873.85
436,Triangular nucleus of septum,5244754.2
437,Tuberal nucleus,4140317.7
438,Tuberomammillary nucleus,2422401.2
439,"Tuberomammillary nucleus, dorsal part",569708.4
440,"Tuberomammillary nucleus, ventral part",1852693.0
441,Vascular organ of the lamina terminalis,56949.4
442,Ventral anterior-lateral complex of the thalamus,7627496.95
443,Ventral auditory area,14985940.0
444,"Ventral auditory area, layer 1",2394410.0
445,"Ventral auditory area, layer 2/3",3465941.8
446,"Ventral auditory area, layer 4",1829027.3
447,"Ventral auditory area, layer 5",4866895.34
448,"Ventral auditory area, layer 6a",2098365.1
449,"Ventral auditory area, layer 6b",331463.3
450,Ventral group of the dorsal thalamus,46795612.45
451,Ventral medial nucleus of the thalamus,8170131.3
452,Ventral part of the lateral geniculate complex,5062677.5
453,Ventral posterior complex of the thalamus,28896827.1
454,Ventral posterolateral nucleus of the thalamus,8272011.6
455,"Ventral posterolateral nucleus of the thalamus, parvicellular part",1549710.2
456,Ventral posteromedial nucleus of the thalamus,16821742.4
457,"Ventral posteromedial nucleus of the thalamus, parvicellular part",2253364.2
458,Ventral premammillary nucleus,3021327.1
459,Ventral tegmental area,1767845.0
460,Ventrolateral preoptic nucleus,821408.0
461,Ventromedial hypothalamic nucleus,4770939.4
462,Ventromedial preoptic nucleus,602215.0
463,Visceral area,22745029.3
464,"Visceral area, layer 1",3024930.1
465,"Visceral area, layer 2/3",4981625.0
466,"Visceral area, layer 4",1669960.78
467,"Visceral area, layer 5",6960136.32
468,"Visceral area, layer 6a",5547084.1
469,"Visceral area, layer 6b",561434.09
470,Visual areas,31781870.4
471,Xiphoid thalamic nucleus,874533.7
472,Zona incerta,20976821.8
473,alveus,10314991.5
474,amygdalar capsule,1442906.5
475,"anterior commissure, olfactory limb",2616160.5
476,"anterior commissure, temporal limb",2657083.0
477,auditory radiation,4461828.9
478,brachium of the superior colliculus,1653042.1
479,c-fos positive,2059387166.9
480,cerebal peduncle,3598387.2
481,cerebral aqueduct,19035.6
482,cerebral nuclei related,1168148.7
483,cerebrum related,50686470.5
484,cervicothalamic tract,1939737.0
485,choroid plexus,8827309.2
486,cingulum bundle,10423158.4
487,columns of the fornix,3121056.6
488,commissural branch of stria terminalis,272264.0
489,corpus callosum,60380277.4
490,"corpus callosum, anterior forceps",5113440.5
491,"corpus callosum, body",31119281.66
492,"corpus callosum, extreme capsule",989916.0
493,"corpus callosum, posterior forceps",9333273.700000001
494,"corpus callosum, splenium",7601601.8100000005
495,corticospinal tract,24662759.2
496,cranial nerves,20109997.4
497,dorsal fornix,356104.36
498,dorsal hippocampal commissure,4511412.4
499,dorsal roots,1939737.0
500,epithalamus related,5269647.7
501,external capsule,4810812.5
502,external medullary lamina of the thalamus,1022887.4
503,extrapyramidal fiber systems,1168148.7
504,fasciculus retroflexus,1815870.1
505,fiber tracts,213640119.8
506,fimbria,14423008.8
507,fornix system,33274279.2
508,genu of corpus callosum,4954006.5
509,habenular commissure,525314.8
510,hippocampal commissures,5023062.83
511,hypothalamus related,7580613.58
512,internal capsule,21064372.0
513,lateral forebrain bundle system,105571498.2
514,"lateral olfactory tract, body",2479867.2
515,"lateral olfactory tract, general",2479867.2
516,lateral ventricle,34538767.88
517,mammillary peduncle,39119.8
518,mammillary related,1724640.4
519,mammillotegmental tract,129862.45999999999
520,mammillothalamic tract,1066642.1
521,medial corticohypothalamic tract,36054.6
522,medial forebrain bundle,428978.61
523,medial forebrain bundle system,58267085.0
524,medial lemniscus,1939737.0
525,nigrostriatal tract,1168148.7
526,oculomotor nerve,585788.3
527,olfactory nerve,5096033.2
528,optic chiasm,3309034.6
529,optic nerve,12488444.1
530,optic radiation,15043636.5
531,optic tract,6816212.58
532,postcommissural fornix,3157111.2
533,posterior commissure,585788.3
534,posteromedial visual area,5527040.4
535,"posteromedial visual area, layer 1",968802.4
536,"posteromedial visual area, layer 2/3",1459367.0
537,"posteromedial visual area, layer 4",546578.7
538,"posteromedial visual area, layer 5",1469907.6
539,"posteromedial visual area, layer 6a",905653.2
540,"posteromedial visual area, layer 6b",176731.3
541,principal mammillary tract,489016.2
542,root,2359888402.7
543,stria medullaris,2928463.0
544,stria terminalis,2889044.4
545,subependymal zone,1252869.4
546,supra-callosal cerebral white matter,8529977.6
547,supraoptic commissures,157347.1
548,thalamus related,20528212.3
549,third ventricle,9905954.9
550,ventral hippocampal commissure,511650.43
551,ventricular systems,44464216.3
