,experiment_day,sex,Gal_positive,state,estrous_stage,ID_mouse,Genotype,Behaviour_6hFD,aggressive,Cm(pF),Adaptive,I_zero,I_zero_reclassified,60mV,Firing_freq_(Hz)_I0,Instant_freq_(Hz),isi_(ms),cat_categ,CaT,Ih,Ih_at_-120mV,AP_ampl,AP_halfwidth,AP_time_to_peak,area(mV_ms),rheobase_at_-60mV_(pA),AHP_(mV),Vm,Input_Resistance,sPSC_frequency,sPSC_Amplitude(pA),sPSCs_Rise time,sPSCs (decay),AC-I0,AC_-60,Comments,estrous_confirmation
284,S1C2 11122023,F,Unknown,pan-MPOA-virgin-NPY100nM,to be stained,BRAC8950.1f,WT,npy_100,,,no,tonic,tonic,silent,0.03,0.2,27106.0,yes,3.97,yes,9.4,69.1,2.8,2.3,232.2,18.0,-42.5,-35.78778058,666.2718891,1.284,10.2,2.6,20.2,,,,
285,S1C3 11122023,F,Unknown,pan-MPOA-virgin-NPY100nM,to be stained,BRAC8950.1f,WT,npy_100,,,,tonic,tonic,silent,0.7,1.0,1452.0,no,0.0,no,0.0,87.5,2.6,2.3,276.0,9.0,-46.45,-38.19401846,1136.92892,,,,,no synaptic/no ramp,,,
286,S1C3 13022024,F,Unknown,pan-MPOA-virgin-NPY100nM,to be stained,BRAC8644.5e,WT,npy_100,,,yes,phasic,phasic,silent,2.63,3.15,379.0,yes,6.53,yes,3.05,85.9,1.8,3.07,217.1,12.0,-54.8,-41.63652463,447.7406496,4.240085174,10.6,0.7,8.5,,,,
287,S1C4 13022024,F,Unknown,pan-MPOA-virgin-NPY100nM,to be stained,BRAC8644.5e,WT,npy_100,,,no,phasic,phasic,silent,1.43,2.5,694.8,yes,2.0,yes,4.0,92.5,1.07,1.7,127.0,36.0,-54.5,-47.86568091,174.0464629,3.339011925,15.8,1.0,7.6,,,,
288,S1C5 13022024,F,Unknown,pan-MPOA-virgin-NPY100nM,to be stained,BRAC8644.5e,WT,npy_100,,,no,silent,silent,silent,0.0,0.0,0.0,yes,15.6,yes,5.4,0.0,0.0,0.0,0.0,33.0,0.0,-48.13129004,128.9204932,0.115384615,29.8,1.1,8.4,,,,
289,S1C6 13022025,F,Unknown,pan-MPOA-virgin-NPY100nM,to be stained,BRAC8644.5e,WT,npy_100,,,no,silent,silent,silent,0.0,0.0,0.0,yes,2.0,yes,4.3,0.0,0.0,0.0,0.0,36.0,0.0,-50.86776812,367.055889,3.631484794,17.9,1.0,10.3,,,,
290,S1C1 26092023,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC7971.7f,WT,agrp_100,,,,silent,silent,silent,0.0,0.0,0.0,yes,22.3,yes,3.4,0.0,0.0,0.0,0.0,,0.0,-53.08403717,387.6952437,,,,,,,,
291,S2C1 26092023,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC7971.7f,WT,agrp_100,,,,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,3.81,0.0,0.0,0.0,0.0,,0.0,-31.59303301,883.7632111,,,,,,,,
292,S1C1 25092023,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8423.2g,WT,agrp_100,,,,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,3.6,0.0,0.0,0.0,0.0,,0.0,-70.93053512,151.5,,,,,,,,
293,S2C1 25092023,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8423.2g,WT,agrp_100,,,yes,tonic,tonic,silent,0.2,0.6,5126.0,yes,34.55,yes,9.55,72.0,3.31,3.0,264.4,,-49.0,-37.97261639,719.0159636,,,,,,,,
294,S1C1 19092023,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8423.2f,WT,agrp_100,,,,tonic,tonic,silent,0.3,0.75,3457.0,no,0.0,yes,3.75,46.9,9.4,17.5,1125.0,,-33.5,-29.34037218,731.1597085,,,,,,,,
295,S2C1 19092023,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8423.2f,WT,agrp_100,,,,silent,silent,silent,0.0,0.0,0.0,no,0.0,no,0.0,0.0,0.0,0.0,0.0,,0.0,-51.96531028,662.4716052,,,,,,,,
296,S3C1 19092023,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8423.2f,WT,agrp_100,,,,tonic,tonic,silent,0.0,0.0,0.0,no,0.0,yes,2.08,0.0,0.0,0.0,0.0,,0.0,-79.61272483,407.5349006,,,,,,,,
297,S2C1 18092023,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC7971.7g,WT,agrp_100,,,no,tonic,tonic,silent,0.45,1.0,2183.6,no,0.0,yes,10.2,86.8,2.6,2.3,260.8,,-38.9,-28.35668182,786.5437297,0.283562251,9.4,1.6,17.0,,,,
298,S1C1 21112023,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8700.2h,WT,agrp_100,,,yes,tonic,tonic,silent,0.08,0.2,11833.0,no,0.0,no,0.0,107.1,2.21,1.8,288.0,3.0,-61.9,-59.66520364,674.5836804,1.446666667,20.3,0.8,5.5,,,,
299,S1C2 21112024,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8700.2h,WT,agrp_100,,,no,tonic,tonic,silent,0.4,0.8,2518.0,no,0.0,no,0.0,78.4,3.4,2.3,290.0,18.0,-46.1,-39.51672792,734.8484252,,,,,bad recording for synaptic ,,,
300,S1C3 21112025,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8700.2h,WT,agrp_100,,,yes,phasic,phasic,silent,0.8,1.2,1198.0,no,0.0,yes,4.0,106.0,1.9,1.8,243.0,6.0,-56.7,-44.59087942,687.8868206,0.446666667,10.0,1.5,14.0,,,,
301,S1C4 21112026,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8700.2h,WT,agrp_100,,,no,phasic,phasic,silent,0.5,1.05,1951.0,no,0.0,no,0.0,100.6,2.7,1.95,294.0,5.0,-50.2,-44.22841324,840.0847134,1.2325,7.9,1.6,15.0,,,,
302,S1C5 21112027,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8700.2h,WT,agrp_100,,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,no,0.0,0.0,0.0,0.0,0.0,,0.0,-51.86038544,790.5346104,0.43625498,5.6,3.8,20.3,Forgot rheobase,,,
303,S1C6 21112028,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8700.2h,WT,agrp_100,,,yes,tonic,tonic,phasic,2.7,3.0,374.6,no,0.0,yes,4.61,93.7,3.0,2.3,314.2,8.0,-48.2,-41.04578838,692.7202549,5.112211221,12.5,1.1,10.7,,,,
304,S1C7 21112029,F,Unknown,pan-MPOA-virgin-Agrp100nM,to be stained,BRAC8700.2h,WT,agrp_100,,,no,tonic,tonic,silent,1.0,1.5,980.4,no,0.0,no,0.0,97.3,2.1,2.0,238.8,7.0,-52.6,-42.51276256,778.1546083,0.603804797,9.9,1.6,18.8,,,,
305,S2C3 18102023,F,Unknown,pan-MPOA-virgin-ZD7288-50μM,to be stained,BRAC8056.6i,WT,ZD7288,,,yes,silent,silent,silent,0.0,0.0,0.0,yes,9.7,no,0.0,0.0,0.0,0.0,0.0,,0.0,-41.85146007,873.3073613,,,,,,,,
306,S2C4 18102023,F,Unknown,pan-MPOA-virgin-ZD7288-50μM,to be stained,BRAC8056.6i,WT,ZD7288,,,yes,tonic,tonic,silent,1.0,2.4,1003.0,no,0.0,no,0.0,87.1,2.3,1.7,220.7,2.0,-54.0,-48.03694022,947.7872189,0.700046361,18.9,0.9,6.8,,,,
307,S2C5 18102023,F,Unknown,pan-MPOA-virgin-ZD7288-50μM,to be stained,BRAC8056.6i,WT,ZD7288,,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,no,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-45.17322103,932.7058801,0.131147541,5.7,3.9,1.4,,,,
308,S2C6 18102023,F,Unknown,pan-MPOA-virgin-ZD7288-50μM,to be stained,BRAC8056.6i,WT,ZD7288,,,yes,silent,silent,silent,0.0,0.0,0.0,yes,19.0,no,0.0,0.0,0.0,0.0,0.0,14.0,0.0,-38.76460819,836.0612475,0.149321267,5.7,2.0,13.3,,,,
309,S1C3 20102023,F,Unknown,pan-MPOA-virgin-ZD7288-50μM,to be stained,BRAC8056.6i,WT,ZD7288,,,?,silent,silent,silent,0.0,0.0,0.0,yes,9.0,no,0.0,0.0,0.0,0.0,0.0,15.0,0.0,-57.76949133,737.4248867,0.376666667,5.8,0.6,6.9,,,,
310,S1C4 20102023,F,Unknown,pan-MPOA-virgin-ZD7288-50μM,to be stained,BRAC8056.6i,WT,ZD7288,,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,no,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-40.37629764,743.9563991,0.104518906,7.9,1.4,5.7,,,,
311,S1C5 20102023,F,Unknown,pan-MPOA-virgin-ZD7288-50μM,to be stained,BRAC8056.6i,WT,ZD7288,,,yes,silent,silent,phasic,0.0,0.0,0.0,no,0.0,no,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-28.16403208,948.5622217,0.236666667,9.1,0.7,8.1,,,,
312,S1C6 20102023,F,Unknown,pan-MPOA-virgin-ZD7288-50μM,to be stained,BRAC8056.6i,WT,ZD7288,,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,no,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-34.88869042,975.2395136,0.089613035,4.4,1.4,39.1,,,,
313,S1C7 20102023,F,Unknown,pan-MPOA-virgin-ZD7288-50μM,to be stained,BRAC8056.6i,WT,ZD7288,,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,no,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-39.80125366,680.9462955,0.651428571,7.0,1.3,9.3,,,,
314,S1C1 14112023,F,Unknown,pan-MPOA-virgin-ZD7288-20μM,to be stained,BRAC,WT,ZD7288_20,,,,silent,silent,silent,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,-43.76232583,,,,,,only Io,,,
315,S1C2 14112024,F,Unknown,pan-MPOA-virgin-ZD7288-20μM,to be stained,BRAC,WT,ZD7288_20,,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,no,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-25.39417642,776.7725757,2.71257485,19.5,0.7,7.6,,,,
316,S1C3 14112025,F,Unknown,pan-MPOA-virgin-ZD7288-20μM,to be stained,BRAC,WT,ZD7288_20,,,,silent,silent,silent,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,-37.80926718,,5.595309681,11.4,1.2,11.2,only I0,,,
317,S1C4 14112026,F,Unknown,pan-MPOA-virgin-ZD7288-20μM,to be stained,BRAC,WT,ZD7288_20,,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,no,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-44.78067902,759.8893417,1.960655738,13.2,1.2,12.2,,,,
318,S1C5 14112027,F,Unknown,pan-MPOA-virgin-ZD7288-20μM,to be stained,BRAC,WT,ZD7288_20,,,yes,silent,silent,silent,0.0,0.0,0.0,yes,15.4,no,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-34.60885988,757.0272806,0.4957039,7.7,0.9,8.6,,,,
319,S1C1 07042024,F,Unknown,pan-MPOA-virgin-NPYKD,E?,JKBR4.1e,WT,npykd,,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,1.74,0.0,0.0,0.0,0.0,21.0,0.0,-32.0,904.3,2.302487997,7.7,2.1,15.0,,,,
320,S1C2 07042025,F,Unknown,pan-MPOA-virgin-NPYKD,E?,JKBR4.1e,WT,npykd,,,no,tonic,tonic,silent,5.8,6.1,171.9,yes,3.81,yes,6.71,58.0,3.7,2.7,251.1,15.0,-32.4,-27.5812208,686.8136225,6.077399381,12.8,0.8,8.0,,,,
321,S1C3 07042026,F,Unknown,pan-MPOA-virgin-NPYKD,E?,JKBR4.1e,WT,npykd,,,no,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,2.26,0.0,0.0,0.0,0.0,24.0,0.0,-49.37742141,835.6724327,5.190664037,17.2,0.7,8.2,,,,
322,S1C4 07042027,F,Unknown,pan-MPOA-virgin-NPYKD,E?,JKBR4.1e,WT,npykd,,,no,tonic,tonic,silent,5.2,5.5,191.0,yes,14.7,yes,2.14,62.0,6.0,5.5,224.5,6.0,-41.9,-34.46720184,918.0821478,0.839626833,11.9,1.8,18.1,,,,
323,S1C5 07042028,F,Unknown,pan-MPOA-virgin-NPYKD,E?,JKBR4.1e,WT,npykd,,,no,phasic,phasic,silent,0.4,1.0,2608.5,no,0.0,yes,12.2,90.3,2.4,2.0,258.5,18.0,-46.0,-37.45393586,764.4648042,5.91959799,10.4,0.7,7.6,,,,
324,S1C6 07042029,F,Unknown,pan-MPOA-virgin-NPYKD,E?,JKBR4.1e,WT,npykd,,,yes,tonic,tonic,silent,0.6,0.9,1648.4,no,0.0,no,0.0,88.9,3.3,2.5,311.5,18.0,-45.2,-35.04774669,976.6043146,0.057239057,10.9,1.3,6.7,,,,
325,S1C7 07042030,F,Unknown,pan-MPOA-virgin-NPYKD,E?,JKBR4.1e,WT,npykd,,,yes,tonic,tonic,silent,0.6,1.0,1937.5,no,0.0,yes,8.12,97.6,2.6,2.3,294.6,9.0,-46.4,-32.61381356,939.0093534,1.357213276,14.3,0.9,7.6,,,,
326,S1C8 07042031,F,Unknown,pan-MPOA-virgin-NPYKD,E?,JKBR4.1e,WT,npykd,,,no,tonic,tonic,silent,0.08,0.74,11376.0,no,0.0,yes,2.81,71.7,1.8,1.6,156.3,9.0,-50.5,-42.69552726,835.4879273,6.579288026,14.4,0.9,7.5,,,,
327,S1C1 24042024,F,Unknown,pan-MPOA-virgin-NPYKD,M,JKAJ32.4f,WT,npykd,,,no,tonic,tonic,silent,1.8,2.0,551.5,no,0.0,yes,7.3,92.7,1.9,1.8,202.3,42.0,-42.0,-37.25529441,372.475739,,,,,no synaptic,,,
328,S1C2 24042025,F,Unknown,pan-MPOA-virgin-NPYKD,M,JKAJ32.4f,WT,npykd,,,no,silent,silent,silent,0.0,0.0,0.0,yes,5.55,yes,3.97,0.0,0.0,0.0,0.0,33.0,0.0,-44.95770195,468.5037319,0.512950736,8.9,1.1,10.9,,,,
329,S2C1 24042026,F,Unknown,pan-MPOA-virgin-NPYKD,M,JKAJ32.4f,WT,npykd,,,yes,tonic,tonic,silent,3.5,5.2,286.0,no,0.0,yes,1.7,81.4,1.5,1.9,152.6,,-37.4,-25.17376695,1066.781065,0.489270386,6.1,0.7,6.8,no rheobase ,,,
330,S2C2 24042027,F,Unknown,pan-MPOA-virgin-NPYKD,M,JKAJ32.4f,WT,npykd,,,yes,phasic,phasic,silent,1.4,1.8,693.0,no,0.0,yes,9.0,83.5,3.0,2.4,271.0,12.0,-38.5,-29.8399029,793.4349112,2.523020258,10.0,1.1,11.1,,,,
331,S2C5  2404202,F,Unknown,pan-MPOA-virgin-NPYKD,M,JKAJ32.4f,WT,npykd,,,no,tonic,tonic,silent,2.3,2.8,438.6,no,0.0,yes,1.31,101.4,2.1,1.8,248.7,10.0,-43.3,-35.14759148,872.5328672,,,,,no synaptic ,,,
332,S1C1 27042024,F,Unknown,pan-MPOA-virgin-NPYKD,M,JKAJ32.4g,WT,npykd,,,no,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,9.25,0.0,0.0,0.0,0.0,9.0,0.0,-49.17209408,824.2274003,1.2,6.7,2.4,16.7,,,,
333,S1C2 27042025,F,Unknown,pan-MPOA-virgin-NPYKD,M,JKAJ32.4g,WT,npykd,,,no,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,11.2,0.0,0.0,0.0,0.0,9.0,0.0,-33.2702004,749.8190581,4.016844833,7.4,1.0,11.3,,,,
334,S1C3 27042026,F,Unknown,pan-MPOA-virgin-NPYKD,M,JKAJ32.4g,WT,npykd,,,yes,tonic,tonic,silent,1.3,3.5,791.0,yes,31.4,yes,8.3,50.0,4.7,3.3,156.1,12.0,-33.2,-28.39416513,690.0475211,,,,,no synaptic,,,
335,S1C4 27042027,F,Unknown,pan-MPOA-virgin-NPYKD,M,JKAJ32.4g,WT,npykd,,,yes,tonic,tonic,silent,2.7,2.9,365.0,no,0.0,yes,9.2,78.9,2.7,2.3,241.0,8.0,-46.7,-38.36659408,926.6444773,4.749518304,9.2,1.3,11.4,,,,
336,S1C5 27042028,F,Unknown,pan-MPOA-virgin-NPYKD,M,JKAJ32.4g,WT,npykd,,,yes,tonic,tonic,silent,3.5,4.3,282.7,yes,18.2,yes,10.0,56.1,3.4,2.8,222.7,8.0,-41.0,-35.78626483,739.4049171,2.801223242,11.0,1.3,11.1,,,,
337,S1C6 27042029,F,Unknown,pan-MPOA-virgin-NPYKD,M,JKAJ32.4g,WT,npykd,,,yes,phasic,phasic,silent,8.8,9.6,113.6,no,0.0,yes,15.6,62.8,4.5,3.1,300.0,12.0,-35.3,-30.64717648,777.4809729,3.194339146,12.2,1.1,13.5,,,,
338,S1C1 09052025,F,Unknown,pan-MPOA-virgin-AgrpKD,M,JKAJ37.6g,,agrpkd,yes,,no,tonic,tonic,silent,4.83,5.1,206.9,yes,31.59,yes,23.32,64.6,1.25,1.51,103.1,7.0,-50.8,-45.45750271,271.3940226,,,,,,,,
339,S1C2 09052025,F,Unknown,pan-MPOA-virgin-AgrpKD,M,JKAJ37.6g,,agrpkd,yes,,no,tonic,tonic,silent,2.4,2.5,418.0,no,0.0,yes,18.65,98.9,0.93,1.4,123.5,28.0,-55.7,-47.3376881,264.4488814,1.346091469,13.7,0.7,8.9,,,,
340,S1C3 09052025,F,Unknown,pan-MPOA-virgin-AgrpKD,M,JKAJ37.6g,,agrpkd,yes,,no,tonic,tonic,silent,2.9,3.9,342.8,yes,7.8,yes,14.77,100.9,0.83,1.4,111.1,6.0,-59.3,-48.67145419,433.715,1.208333333,20.6,1.3,9.2,,,,
341,S1C4 09052025,F,Unknown,pan-MPOA-virgin-AgrpKD,M,JKAJ37.6g,,agrpkd,yes,,no,tonic,tonic,silent,4.1,4.2,245.8,yes,10.6,yes,20.9,96.2,1.02,1.6,127.9,10.0,-55.6,-47.95913735,441.6326002,,,,,,,,
342,S1C1 10052025,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6i,,agrpkd,,,,tonic,tonic,phasic,3.5,3.8,283.2,yes,9.2,yes,5.0,94.4,1.01,1.6,123.4,,-55.5,-48.83858986,652.500863,,,,,,,,
343,S1C2 10052026,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6i,,agrpkd,,,no,tonic,tonic,silent,0.21,0.37,4602.0,no,0.0,yes,12.27,115.3,1.5,1.5,202.5,22.0,-52.5,-40.67772327,467.2687675,0.477321814,20.7,0.9,7.0,,,,
344,S1C3 10052027,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6i,,agrpkd,,,no,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,5.34,0.0,0.0,0.0,0.0,80.0,0.0,-33.65923385,528.131458,4.885877318,15.3,0.7,5.0,,,,
345,S1C4 10052025,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6i,,agrpkd,,,yes,tonic,tonic,silent,0.22,0.83,4369.0,yes,5.37,yes,1.1,84.9,2.46,1.9,228.1,12.0,-51.4,-53.12985716,747.0253902,0.455737705,11.5,1.7,11.3,,,,
346,S1C5 10052025,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6i,,agrpkd,,,yes,tonic,tonic,silent,5.7,5.8,177.0,yes,11.9,yes,13.55,77.7,2.0,1.8,174.4,8.0,-49.7,-42.48868527,599.774712,1.882758621,5.9,1.3,17.7,,,,
347,S1C6 10052025,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6i,,agrpkd,,,no,tonic,tonic,silent,1.6,3.3,644.4,yes,6.77,yes,12.15,77.8,1.6,1.6,145.5,21.0,-51.0,-40.12192733,468.4282856,0.51922445,6.7,1.0,9.2,,,,
348,S1C1 11052025,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6e,,agrpkd,,,,silent,silent,silent,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,-32.96685034,,0.946188341,5.9,0.4,,,,,
349,S1C2 11052025,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6e,,agrpkd,,,,tonic,phasic,phasic,2.76,3.1,362.0,,,,,41.3,4.2,2.7,185.2,,-32.0,-27.74396394,,2.070747218,4.7,1.3,24.6,,,,
350,S1C3 11052025,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6e,,agrpkd,,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,4.3,0.0,0.0,0.0,0.0,18.0,0.0,-34.4253453,954.3885138,4.349514563,7.9,1.0,8.3,,,,
351,S1C4 11052025,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6e,,agrpkd,,,yes,tonic,tonic,silent,2.3,2.9,440.2,no,0.0,yes,2.6,69.1,4.9,2.95,331.8,15.0,-38.5,-34.15762648,743.0248408,0.878035762,9.13,1.6,16.7,,,,
352,S1C5 11052025,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6e,,agrpkd,,,yes,phasic,phasic,silent,2.1,3.1,468.8,no,0.0,yes,1.1,61.3,4.4,2.6,275.9,22.0,-28.2,-24.43465512,873.5730195,3.902857143,14.0,1.6,19.9,,,,
353,S1C6 11052025,F,Unknown,pan-MPOA-virgin-AgrpKD,D,JKAJ37.6e,,agrpkd,,,,tonic,tonic,silent,0.76,0.95,1311.0,,,,,47.0,4.25,2.14,261.6,,-47.7,-39.10425998,,0.411458333,6.3,2.1,21.6,,,,
354,S1C1 12052025,F,Unknown,pan-MPOA-virgin-AgrpKD,M,JKAJ37.6h,,agrpkd,,,yes,tonic,tonic,silent,0.43,0.63,2315.0,no,0.0,no,0.0,73.2,2.3,2.0,190.7,2.0,-50.5,-40.32962172,1011.089682,2.49795082,11.2,1.4,11.2,,,,
355,S1C2 12052025,F,Unknown,pan-MPOA-virgin-AgrpKD,M,JKAJ37.6h,,agrpkd,,,yes,tonic,tonic,silent,4.6,4.7,217.9,no,0.0,yes,2.69,79.3,2.8,2.1,244.1,3.0,-44.6,-38.44637667,854.8244226,0.376271186,7.2,2.6,,,,,
356,S1C3 12052025,F,Unknown,pan-MPOA-virgin-AgrpKD,M,JKAJ37.6h,,agrpkd,,,yes,tonic,tonic,silent,5.0,5.4,199.8,no,0.0,yes,5.9,74.6,3.35,2.2,261.8,7.0,-44.2,-38.04031984,921.1492442,3.967449306,13.8,2.2,13.8,,,,
357,S1C4 12052025,F,Unknown,pan-MPOA-virgin-AgrpKD,M,JKAJ37.6h,,agrpkd,,,yes,tonic,tonic,silent,1.28,1.57,778.7,no,0.0,yes,5.89,69.6,2.4,2.1,193.2,9.0,-46.9,-37.88425527,676.2393577,7.417218543,8.9,0.8,8.4,,,,
358,S1C5 12052025,F,Unknown,pan-MPOA-virgin-AgrpKD,M,JKAJ37.6h,,agrpkd,,,no,tonic,tonic,silent,4.7,5.4,210.7,no,0.0,yes,2.8,75.9,2.6,2.2,217.1,,-40.54799,-33.98674378,626.3850752,4.254005966,10.3,0.7,7.2,,,,
359,S1C6 12052025,F,Unknown,pan-MPOA-virgin-AgrpKD,M,JKAJ37.6h,,agrpkd,,,no,tonic,tonic,silent,2.16,2.51,462.5,yes,9.74,yes,4.21,103.7,2.25,1.83,261.1,8.0,-57.0,-46.90327031,762.6324832,2.978021978,6.5,1.8,13.0,,,,
360,S1C1 16062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ39.1g,,agrpkd,yes,,no,silent,silent,silent,0.0,0.0,0.0,yes,5.13,yes,11.44,0.0,0.0,0.0,0.0,14.0,0.0,-55.96225555,707.2313931,6.45997276,12.4,0.9,11.0,,,,
361,S1C2 16062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ39.1g,,agrpkd,yes,,yes,tonic,tonic,silent,0.77,1.1,1287.6,yes,5.22,yes,5.55,60.4,4.33,2.6,256.2,10.0,-39.6,-35.08716027,921.4655521,3.141914856,9.7,1.5,19.257,,,,
362,S1C3 16062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ39.1g,,agrpkd,yes,,,,,,,,,,,,,,,,,,,,,0.526853395,8.2,2.0,11.2,only synaptic ,,,
363,S1C5 16062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ39.1g,,agrpkd,yes,,,tonic,tonic,phasic,,,,,,,,,,,,,,,,1.9,14.1,1.3,13.7,only synaptic ,,,
364,S1C6 16062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ39.1g,,agrpkd,yes,,yes,tonic,tonic,phasic,1.7,2.0,600.8,yes,21.4,yes,4.0,59.2,4.5,2.6,262.6,2.0,-50.9,-46.91186941,1322.622159,0.39,9.2,3.1,30.3,,,,
365,S1C7 16062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ39.1g,,agrpkd,yes,,yes,silent,slent,silent,0.0,0.0,0.0,yes,13.92,yes,22.31,0.0,0.0,0.0,0.0,8.0,0.0,-46.08556418,617.7542059,,,,,synaptic bad ,,,
366,S1C8 16062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ39.1g,,agrpkd,yes,,yes,tonic,tonic,silent,0.1,0.2,9764.7,yes,21.3,yes,12.9,72.5,3.71,5.05,375.8,6.0,-63.4,-59.66459044,945.0164383,,,,,AP detected in VC ,,,
367,S1C9 16062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ39.1g,,agrpkd,yes,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,7.75,0.0,0.0,0.0,0.0,8.0,0.0,-48.82889008,1394.168098,0.507142857,6.9,1.8,22.6,,,,
368,S1C10 1606202,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ39.1g,,agrpkd,yes,,yes,tonic,tonic,silent,1.7,1.7,605.8,yes,28.81,yes,8.73,75.6,5.2,2.9,410.8,2.0,-51.8,-45.40354519,899.7957366,1.084716347,8.8,1.4,12.3,,,,
369,S1C1 17062025,F,Unknown,pan-MPOA-virgin-AgrpKD,P,JKAJ38.3c,,agrpkd,yes,,,silent,silent,silent,0.0,0.0,0.0,yes,13.86,yes,2.93,0.0,0.0,0.0,0.0,5.0,0.0,-58.71229962,607.4947575,4.583798883,7.3,1.0,13.8,no ramp,,,
370,S1C3 17062025,F,Unknown,pan-MPOA-virgin-AgrpKD,P,JKAJ38.3c,,agrpkd,yes,,yes,tonic,tonic,silent,3.1,3.5,322.6,yes,9.12,yes,2.87,61.3,2.9,2.1,193.2,3.0,-49.9,-44.66729365,861.7755763,3.435439574,10.5,1.8,19.9,,,,
371,S1C4 17062025,F,Unknown,pan-MPOA-virgin-AgrpKD,P,JKAJ38.3c,,agrpkd,yes,,yes,tonic,tonic,phasic,0.8,1.5,1206.4,no,0.0,yes,3.23,74.5,4.4,2.8,326.9,14.0,-44.9,-37.99996168,646.2891099,2.645313111,10.5,1.8,19.9,,,,
372,S1C5 17062025,F,Unknown,pan-MPOA-virgin-AgrpKD,P,JKAJ38.3c,,agrpkd,yes,,yes,tonic,tonic,silent,0.46,0.46,2159.0,no,0.0,no,0.0,90.5,3.1,2.3,298.2,10.0,-52.7,-41.46773833,807.6271501,0.640013885,10.5,0.7,15.8,,,,
