,BrainRegion,Class,Num_cells,id,channel
5042,commissural branch of stria terminalis,negative,0,BRAC5487.3k,cfos
5043,commissural branch of stria terminalis,positive,133,BRAC5487.3k,cfos
5044,"corpus callosum, anterior forceps",negative,13,BRAC5487.3k,cfos
5045,"corpus callosum, anterior forceps",positive,197,BRAC5487.3k,cfos
5046,"corpus callosum, body",negative,148,BRAC5487.3k,cfos
5047,"corpus callosum, body",positive,6755,BRAC5487.3k,cfos
5048,"corpus callosum, extreme capsule",negative,17,BRAC5487.3k,cfos
5049,"corpus callosum, extreme capsule",positive,372,BRAC5487.3k,cfos
5050,"corpus callosum, posterior forceps",negative,30,BRAC5487.3k,cfos
5051,"corpus callosum, posterior forceps",positive,3585,BRAC5487.3k,cfos
5052,"corpus callosum, splenium",negative,12,BRAC5487.3k,cfos
5053,"corpus callosum, splenium",positive,2733,BRAC5487.3k,cfos
5054,dorsal fornix,negative,0,BRAC5487.3k,cfos
5055,dorsal fornix,positive,111,BRAC5487.3k,cfos
5056,dorsal hippocampal commissure,negative,20,BRAC5487.3k,cfos
5057,dorsal hippocampal commissure,positive,1833,BRAC5487.3k,cfos
5058,external capsule,negative,66,BRAC5487.3k,cfos
5059,external capsule,positive,1452,BRAC5487.3k,cfos
5060,external medullary lamina of the thalamus,negative,2,BRAC5487.3k,cfos
5061,external medullary lamina of the thalamus,positive,718,BRAC5487.3k,cfos
5062,fasciculus retroflexus,negative,0,BRAC5487.3k,cfos
5063,fasciculus retroflexus,positive,720,BRAC5487.3k,cfos
5064,fiber tracts,negative,24,BRAC5487.3k,cfos
5065,fiber tracts,positive,3722,BRAC5487.3k,cfos
5066,fimbria,negative,46,BRAC5487.3k,cfos
5067,fimbria,positive,3426,BRAC5487.3k,cfos
5068,genu of corpus callosum,negative,78,BRAC5487.3k,cfos
5069,genu of corpus callosum,positive,1428,BRAC5487.3k,cfos
5070,habenular commissure,negative,2,BRAC5487.3k,cfos
5071,habenular commissure,positive,94,BRAC5487.3k,cfos
5072,internal capsule,negative,11,BRAC5487.3k,cfos
5073,internal capsule,positive,4277,BRAC5487.3k,cfos
5074,"lateral olfactory tract, body",negative,9,BRAC5487.3k,cfos
5075,"lateral olfactory tract, body",positive,358,BRAC5487.3k,cfos
5076,lateral ventricle,negative,107,BRAC5487.3k,cfos
5077,lateral ventricle,positive,1724,BRAC5487.3k,cfos
5078,mammillary peduncle,negative,0,BRAC5487.3k,cfos
5079,mammillary peduncle,positive,52,BRAC5487.3k,cfos
5080,mammillotegmental tract,negative,0,BRAC5487.3k,cfos
5081,mammillotegmental tract,positive,67,BRAC5487.3k,cfos
5082,mammillothalamic tract,negative,1,BRAC5487.3k,cfos
5083,mammillothalamic tract,positive,457,BRAC5487.3k,cfos
5084,medial corticohypothalamic tract,negative,0,BRAC5487.3k,cfos
5085,medial corticohypothalamic tract,positive,20,BRAC5487.3k,cfos
5086,medial forebrain bundle,negative,0,BRAC5487.3k,cfos
5087,medial forebrain bundle,positive,240,BRAC5487.3k,cfos
5088,medial lemniscus,negative,1,BRAC5487.3k,cfos
5089,medial lemniscus,positive,748,BRAC5487.3k,cfos
5090,nigrostriatal tract,negative,0,BRAC5487.3k,cfos
5091,nigrostriatal tract,positive,394,BRAC5487.3k,cfos
5092,optic chiasm,negative,9,BRAC5487.3k,cfos
5093,optic chiasm,positive,85,BRAC5487.3k,cfos
5094,optic nerve,negative,4,BRAC5487.3k,cfos
5095,optic nerve,positive,9,BRAC5487.3k,cfos
5096,optic radiation,negative,32,BRAC5487.3k,cfos
5097,optic radiation,positive,4164,BRAC5487.3k,cfos
5098,optic tract,negative,33,BRAC5487.3k,cfos
5099,optic tract,positive,1242,BRAC5487.3k,cfos
5100,posterior commissure,negative,2,BRAC5487.3k,cfos
5101,posterior commissure,positive,321,BRAC5487.3k,cfos
5102,"posteromedial visual area, layer 1",negative,4,BRAC5487.3k,cfos
5103,"posteromedial visual area, layer 1",positive,233,BRAC5487.3k,cfos
5104,"posteromedial visual area, layer 2/3",negative,5,BRAC5487.3k,cfos
5105,"posteromedial visual area, layer 2/3",positive,548,BRAC5487.3k,cfos
5106,"posteromedial visual area, layer 4",negative,0,BRAC5487.3k,cfos
5107,"posteromedial visual area, layer 4",positive,235,BRAC5487.3k,cfos
5108,"posteromedial visual area, layer 5",negative,6,BRAC5487.3k,cfos
5109,"posteromedial visual area, layer 5",positive,717,BRAC5487.3k,cfos
5110,"posteromedial visual area, layer 6a",negative,2,BRAC5487.3k,cfos
5111,"posteromedial visual area, layer 6a",positive,517,BRAC5487.3k,cfos
5112,"posteromedial visual area, layer 6b",negative,0,BRAC5487.3k,cfos
5113,"posteromedial visual area, layer 6b",positive,75,BRAC5487.3k,cfos
5114,principal mammillary tract,negative,0,BRAC5487.3k,cfos
5115,principal mammillary tract,positive,108,BRAC5487.3k,cfos
5116,root,negative,105,BRAC5487.3k,cfos
5117,root,positive,4278,BRAC5487.3k,cfos
5118,rubrospinal tract,negative,0,BRAC5487.3k,cfos
5119,rubrospinal tract,positive,5,BRAC5487.3k,cfos
5120,stria medullaris,negative,5,BRAC5487.3k,cfos
5121,stria medullaris,positive,1100,BRAC5487.3k,cfos
5122,stria terminalis,negative,8,BRAC5487.3k,cfos
5123,stria terminalis,positive,611,BRAC5487.3k,cfos
5124,subependymal zone,negative,28,BRAC5487.3k,cfos
5125,subependymal zone,positive,90,BRAC5487.3k,cfos
5126,superior colliculus commissure,negative,0,BRAC5487.3k,cfos
5127,superior colliculus commissure,positive,76,BRAC5487.3k,cfos
5128,supra-callosal cerebral white matter,negative,30,BRAC5487.3k,cfos
5129,supra-callosal cerebral white matter,positive,3103,BRAC5487.3k,cfos
5130,supraoptic commissures,negative,0,BRAC5487.3k,cfos
5131,supraoptic commissures,positive,60,BRAC5487.3k,cfos
5132,third ventricle,negative,75,BRAC5487.3k,cfos
5133,third ventricle,positive,2009,BRAC5487.3k,cfos
5134,ventral hippocampal commissure,negative,2,BRAC5487.3k,cfos
5135,ventral hippocampal commissure,positive,98,BRAC5487.3k,cfos
5136,ventral tegmental decussation,negative,0,BRAC5487.3k,cfos
5137,ventral tegmental decussation,positive,8,BRAC5487.3k,cfos
5138,Accessory supraoptic group,negative,3,BRAC5481.2e,cfos
5139,Accessory supraoptic group,positive,39,BRAC5481.2e,cfos
5140,"Agranular insular area, dorsal part, layer 1",negative,3,BRAC5481.2e,cfos
5141,"Agranular insular area, dorsal part, layer 1",positive,115,BRAC5481.2e,cfos
5142,"Agranular insular area, dorsal part, layer 2/3",negative,7,BRAC5481.2e,cfos
5143,"Agranular insular area, dorsal part, layer 2/3",positive,467,BRAC5481.2e,cfos
5144,"Agranular insular area, dorsal part, layer 5",negative,108,BRAC5481.2e,cfos
5145,"Agranular insular area, dorsal part, layer 5",positive,1122,BRAC5481.2e,cfos
5146,"Agranular insular area, dorsal part, layer 6a",negative,152,BRAC5481.2e,cfos
5147,"Agranular insular area, dorsal part, layer 6a",positive,778,BRAC5481.2e,cfos
5148,"Agranular insular area, dorsal part, layer 6b",negative,4,BRAC5481.2e,cfos
5149,"Agranular insular area, dorsal part, layer 6b",positive,42,BRAC5481.2e,cfos
5150,"Agranular insular area, posterior part, layer 1",negative,18,BRAC5481.2e,cfos
5151,"Agranular insular area, posterior part, layer 1",positive,467,BRAC5481.2e,cfos
5152,"Agranular insular area, posterior part, layer 2/3",negative,140,BRAC5481.2e,cfos
5153,"Agranular insular area, posterior part, layer 2/3",positive,1522,BRAC5481.2e,cfos
5154,"Agranular insular area, posterior part, layer 5",negative,102,BRAC5481.2e,cfos
5155,"Agranular insular area, posterior part, layer 5",positive,1406,BRAC5481.2e,cfos
5156,"Agranular insular area, posterior part, layer 6a",negative,147,BRAC5481.2e,cfos
5157,"Agranular insular area, posterior part, layer 6a",positive,879,BRAC5481.2e,cfos
5158,"Agranular insular area, posterior part, layer 6b",negative,11,BRAC5481.2e,cfos
5159,"Agranular insular area, posterior part, layer 6b",positive,40,BRAC5481.2e,cfos
5160,"Agranular insular area, ventral part, layer 1",negative,2,BRAC5481.2e,cfos
5161,"Agranular insular area, ventral part, layer 1",positive,64,BRAC5481.2e,cfos
5162,"Agranular insular area, ventral part, layer 2/3",negative,69,BRAC5481.2e,cfos
5163,"Agranular insular area, ventral part, layer 2/3",positive,694,BRAC5481.2e,cfos
5164,"Agranular insular area, ventral part, layer 5",negative,92,BRAC5481.2e,cfos
5165,"Agranular insular area, ventral part, layer 5",positive,723,BRAC5481.2e,cfos
5166,"Agranular insular area, ventral part, layer 6a",negative,28,BRAC5481.2e,cfos
5167,"Agranular insular area, ventral part, layer 6a",positive,462,BRAC5481.2e,cfos
5168,Anterior amygdalar area,negative,119,BRAC5481.2e,cfos
5169,Anterior amygdalar area,positive,1430,BRAC5481.2e,cfos
5170,"Anterior area, layer 1",negative,3,BRAC5481.2e,cfos
5171,"Anterior area, layer 1",positive,483,BRAC5481.2e,cfos
5172,"Anterior area, layer 2/3",negative,1,BRAC5481.2e,cfos
5173,"Anterior area, layer 2/3",positive,1189,BRAC5481.2e,cfos
5174,"Anterior area, layer 4",negative,5,BRAC5481.2e,cfos
5175,"Anterior area, layer 4",positive,540,BRAC5481.2e,cfos
5176,"Anterior area, layer 5",negative,14,BRAC5481.2e,cfos
5177,"Anterior area, layer 5",positive,1336,BRAC5481.2e,cfos
5178,"Anterior area, layer 6a",negative,6,BRAC5481.2e,cfos
5179,"Anterior area, layer 6a",positive,670,BRAC5481.2e,cfos
5180,"Anterior area, layer 6b",negative,2,BRAC5481.2e,cfos
5181,"Anterior area, layer 6b",positive,102,BRAC5481.2e,cfos
5182,"Anterior cingulate area, dorsal part, layer 1",negative,28,BRAC5481.2e,cfos
5183,"Anterior cingulate area, dorsal part, layer 1",positive,541,BRAC5481.2e,cfos
5184,"Anterior cingulate area, dorsal part, layer 2/3",negative,63,BRAC5481.2e,cfos
5185,"Anterior cingulate area, dorsal part, layer 2/3",positive,1355,BRAC5481.2e,cfos
5186,"Anterior cingulate area, dorsal part, layer 5",negative,140,BRAC5481.2e,cfos
5187,"Anterior cingulate area, dorsal part, layer 5",positive,3362,BRAC5481.2e,cfos
5188,"Anterior cingulate area, dorsal part, layer 6a",negative,160,BRAC5481.2e,cfos
5189,"Anterior cingulate area, dorsal part, layer 6a",positive,1942,BRAC5481.2e,cfos
5190,"Anterior cingulate area, dorsal part, layer 6b",negative,13,BRAC5481.2e,cfos
5191,"Anterior cingulate area, dorsal part, layer 6b",positive,74,BRAC5481.2e,cfos
5192,"Anterior cingulate area, ventral part, 6a",negative,59,BRAC5481.2e,cfos
5193,"Anterior cingulate area, ventral part, 6a",positive,1450,BRAC5481.2e,cfos
5194,"Anterior cingulate area, ventral part, 6b",negative,15,BRAC5481.2e,cfos
5195,"Anterior cingulate area, ventral part, 6b",positive,246,BRAC5481.2e,cfos
5196,"Anterior cingulate area, ventral part, layer 1",negative,20,BRAC5481.2e,cfos
5197,"Anterior cingulate area, ventral part, layer 1",positive,701,BRAC5481.2e,cfos
5198,"Anterior cingulate area, ventral part, layer 2/3",negative,44,BRAC5481.2e,cfos
5199,"Anterior cingulate area, ventral part, layer 2/3",positive,1896,BRAC5481.2e,cfos
5200,"Anterior cingulate area, ventral part, layer 5",negative,80,BRAC5481.2e,cfos
5201,"Anterior cingulate area, ventral part, layer 5",positive,4216,BRAC5481.2e,cfos
5202,Anterior hypothalamic nucleus,negative,232,BRAC5481.2e,cfos
5203,Anterior hypothalamic nucleus,positive,2083,BRAC5481.2e,cfos
5204,Anterior pretectal nucleus,negative,3,BRAC5481.2e,cfos
5205,Anterior pretectal nucleus,positive,3213,BRAC5481.2e,cfos
5206,Anterodorsal nucleus,negative,0,BRAC5481.2e,cfos
5207,Anterodorsal nucleus,positive,1030,BRAC5481.2e,cfos
5208,Anterodorsal preoptic nucleus,negative,18,BRAC5481.2e,cfos
5209,Anterodorsal preoptic nucleus,positive,314,BRAC5481.2e,cfos
5210,"Anterolateral visual area, layer 1",negative,0,BRAC5481.2e,cfos
5211,"Anterolateral visual area, layer 1",positive,339,BRAC5481.2e,cfos
5212,"Anterolateral visual area, layer 2/3",negative,2,BRAC5481.2e,cfos
5213,"Anterolateral visual area, layer 2/3",positive,1018,BRAC5481.2e,cfos
5214,"Anterolateral visual area, layer 4",negative,1,BRAC5481.2e,cfos
5215,"Anterolateral visual area, layer 4",positive,817,BRAC5481.2e,cfos
5216,"Anterolateral visual area, layer 5",negative,2,BRAC5481.2e,cfos
5217,"Anterolateral visual area, layer 5",positive,1270,BRAC5481.2e,cfos
5218,"Anterolateral visual area, layer 6a",negative,10,BRAC5481.2e,cfos
5219,"Anterolateral visual area, layer 6a",positive,464,BRAC5481.2e,cfos
5220,"Anterolateral visual area, layer 6b",negative,4,BRAC5481.2e,cfos
5221,"Anterolateral visual area, layer 6b",positive,100,BRAC5481.2e,cfos
5222,"Anteromedial nucleus, dorsal part",negative,2,BRAC5481.2e,cfos
5223,"Anteromedial nucleus, dorsal part",positive,1143,BRAC5481.2e,cfos
5224,"Anteromedial nucleus, ventral part",negative,3,BRAC5481.2e,cfos
5225,"Anteromedial nucleus, ventral part",positive,571,BRAC5481.2e,cfos
5226,"Anteromedial visual area, layer 1",negative,1,BRAC5481.2e,cfos
5227,"Anteromedial visual area, layer 1",positive,316,BRAC5481.2e,cfos
5228,"Anteromedial visual area, layer 2/3",negative,1,BRAC5481.2e,cfos
5229,"Anteromedial visual area, layer 2/3",positive,1311,BRAC5481.2e,cfos
5230,"Anteromedial visual area, layer 4",negative,1,BRAC5481.2e,cfos
5231,"Anteromedial visual area, layer 4",positive,542,BRAC5481.2e,cfos
5232,"Anteromedial visual area, layer 5",negative,4,BRAC5481.2e,cfos
5233,"Anteromedial visual area, layer 5",positive,1393,BRAC5481.2e,cfos
5234,"Anteromedial visual area, layer 6a",negative,29,BRAC5481.2e,cfos
5235,"Anteromedial visual area, layer 6a",positive,622,BRAC5481.2e,cfos
5236,"Anteromedial visual area, layer 6b",negative,3,BRAC5481.2e,cfos
5237,"Anteromedial visual area, layer 6b",positive,120,BRAC5481.2e,cfos
5238,Anteroventral nucleus of thalamus,negative,3,BRAC5481.2e,cfos
5239,Anteroventral nucleus of thalamus,positive,1528,BRAC5481.2e,cfos
5240,Anteroventral periventricular nucleus,negative,161,BRAC5481.2e,cfos
5241,Anteroventral periventricular nucleus,positive,636,BRAC5481.2e,cfos
5242,Anteroventral preoptic nucleus,negative,1,BRAC5481.2e,cfos
5243,Anteroventral preoptic nucleus,positive,388,BRAC5481.2e,cfos
5244,Arcuate hypothalamic nucleus,negative,259,BRAC5481.2e,cfos
5245,Arcuate hypothalamic nucleus,positive,1152,BRAC5481.2e,cfos
5246,"Basolateral amygdalar nucleus, anterior part",negative,111,BRAC5481.2e,cfos
5247,"Basolateral amygdalar nucleus, anterior part",positive,1621,BRAC5481.2e,cfos
5248,"Basolateral amygdalar nucleus, posterior part",negative,257,BRAC5481.2e,cfos
5249,"Basolateral amygdalar nucleus, posterior part",positive,1663,BRAC5481.2e,cfos
5250,"Basolateral amygdalar nucleus, ventral part",negative,89,BRAC5481.2e,cfos
5251,"Basolateral amygdalar nucleus, ventral part",positive,883,BRAC5481.2e,cfos
5252,"Basomedial amygdalar nucleus, anterior part",negative,237,BRAC5481.2e,cfos
5253,"Basomedial amygdalar nucleus, anterior part",positive,2402,BRAC5481.2e,cfos
5254,"Basomedial amygdalar nucleus, posterior part",negative,204,BRAC5481.2e,cfos
5255,"Basomedial amygdalar nucleus, posterior part",positive,1835,BRAC5481.2e,cfos
5256,Bed nuclei of the stria terminalis,negative,215,BRAC5481.2e,cfos
5257,Bed nuclei of the stria terminalis,positive,4285,BRAC5481.2e,cfos
5258,Bed nucleus of the accessory olfactory tract,negative,0,BRAC5481.2e,cfos
5259,Bed nucleus of the accessory olfactory tract,positive,36,BRAC5481.2e,cfos
5260,Bed nucleus of the anterior commissure,negative,4,BRAC5481.2e,cfos
5261,Bed nucleus of the anterior commissure,positive,18,BRAC5481.2e,cfos
5262,Caudoputamen,negative,1491,BRAC5481.2e,cfos
5263,Caudoputamen,positive,43306,BRAC5481.2e,cfos
5264,"Central amygdalar nucleus, capsular part",negative,51,BRAC5481.2e,cfos
5265,"Central amygdalar nucleus, capsular part",positive,598,BRAC5481.2e,cfos
5266,"Central amygdalar nucleus, lateral part",negative,31,BRAC5481.2e,cfos
5267,"Central amygdalar nucleus, lateral part",positive,685,BRAC5481.2e,cfos
5268,"Central amygdalar nucleus, medial part",negative,139,BRAC5481.2e,cfos
5269,"Central amygdalar nucleus, medial part",positive,2992,BRAC5481.2e,cfos
5270,Central lateral nucleus of the thalamus,negative,7,BRAC5481.2e,cfos
5271,Central lateral nucleus of the thalamus,positive,1536,BRAC5481.2e,cfos
5272,Central medial nucleus of the thalamus,negative,28,BRAC5481.2e,cfos
5273,Central medial nucleus of the thalamus,positive,1327,BRAC5481.2e,cfos
5274,Claustrum,negative,93,BRAC5481.2e,cfos
5275,Claustrum,positive,1310,BRAC5481.2e,cfos
5276,"Cortical amygdalar area, anterior part",negative,113,BRAC5481.2e,cfos
5277,"Cortical amygdalar area, anterior part",positive,3184,BRAC5481.2e,cfos
5278,"Cortical amygdalar area, posterior part, lateral zone",negative,283,BRAC5481.2e,cfos
5279,"Cortical amygdalar area, posterior part, lateral zone",positive,1984,BRAC5481.2e,cfos
5280,"Cortical amygdalar area, posterior part, medial zone",negative,162,BRAC5481.2e,cfos
5281,"Cortical amygdalar area, posterior part, medial zone",positive,2674,BRAC5481.2e,cfos
5282,Cortical subplate,negative,104,BRAC5481.2e,cfos
5283,Cortical subplate,positive,724,BRAC5481.2e,cfos
5284,"Dentate gyrus, granule cell layer",negative,164,BRAC5481.2e,cfos
5285,"Dentate gyrus, granule cell layer",positive,2010,BRAC5481.2e,cfos
5286,"Dentate gyrus, molecular layer",negative,201,BRAC5481.2e,cfos
5287,"Dentate gyrus, molecular layer",positive,3382,BRAC5481.2e,cfos
5288,"Dentate gyrus, polymorph layer",negative,55,BRAC5481.2e,cfos
5289,"Dentate gyrus, polymorph layer",positive,1033,BRAC5481.2e,cfos
5290,Diagonal band nucleus,negative,69,BRAC5481.2e,cfos
5291,Diagonal band nucleus,positive,2218,BRAC5481.2e,cfos
5292,"Dorsal auditory area, layer 1",negative,2,BRAC5481.2e,cfos
5293,"Dorsal auditory area, layer 1",positive,437,BRAC5481.2e,cfos
5294,"Dorsal auditory area, layer 2/3",negative,1,BRAC5481.2e,cfos
5295,"Dorsal auditory area, layer 2/3",positive,1331,BRAC5481.2e,cfos
5296,"Dorsal auditory area, layer 4",negative,1,BRAC5481.2e,cfos
5297,"Dorsal auditory area, layer 4",positive,660,BRAC5481.2e,cfos
5298,"Dorsal auditory area, layer 5",negative,8,BRAC5481.2e,cfos
5299,"Dorsal auditory area, layer 5",positive,1560,BRAC5481.2e,cfos
5300,"Dorsal auditory area, layer 6a",negative,9,BRAC5481.2e,cfos
5301,"Dorsal auditory area, layer 6a",positive,946,BRAC5481.2e,cfos
5302,"Dorsal auditory area, layer 6b",negative,3,BRAC5481.2e,cfos
5303,"Dorsal auditory area, layer 6b",positive,102,BRAC5481.2e,cfos
5304,"Dorsal part of the lateral geniculate complex, core",negative,1,BRAC5481.2e,cfos
5305,"Dorsal part of the lateral geniculate complex, core",positive,1325,BRAC5481.2e,cfos
5306,"Dorsal part of the lateral geniculate complex, ipsilateral zone",negative,0,BRAC5481.2e,cfos
5307,"Dorsal part of the lateral geniculate complex, ipsilateral zone",positive,315,BRAC5481.2e,cfos
5308,"Dorsal part of the lateral geniculate complex, shell",negative,2,BRAC5481.2e,cfos
5309,"Dorsal part of the lateral geniculate complex, shell",positive,534,BRAC5481.2e,cfos
5310,Dorsal premammillary nucleus,negative,33,BRAC5481.2e,cfos
5311,Dorsal premammillary nucleus,positive,355,BRAC5481.2e,cfos
5312,Dorsal terminal nucleus of the accessory optic tract,negative,0,BRAC5481.2e,cfos
5313,Dorsal terminal nucleus of the accessory optic tract,positive,19,BRAC5481.2e,cfos
5314,Dorsomedial nucleus of the hypothalamus,negative,70,BRAC5481.2e,cfos
5315,Dorsomedial nucleus of the hypothalamus,positive,2148,BRAC5481.2e,cfos
5316,Ectorhinal area/Layer 1,negative,42,BRAC5481.2e,cfos
5317,Ectorhinal area/Layer 1,positive,241,BRAC5481.2e,cfos
5318,Ectorhinal area/Layer 2/3,negative,111,BRAC5481.2e,cfos
5319,Ectorhinal area/Layer 2/3,positive,1229,BRAC5481.2e,cfos
5320,Ectorhinal area/Layer 5,negative,140,BRAC5481.2e,cfos
5321,Ectorhinal area/Layer 5,positive,1367,BRAC5481.2e,cfos
5322,Ectorhinal area/Layer 6a,negative,228,BRAC5481.2e,cfos
5323,Ectorhinal area/Layer 6a,positive,896,BRAC5481.2e,cfos
5324,Ectorhinal area/Layer 6b,negative,20,BRAC5481.2e,cfos
5325,Ectorhinal area/Layer 6b,positive,116,BRAC5481.2e,cfos
5326,Edinger-Westphal nucleus,negative,0,BRAC5481.2e,cfos
5327,Edinger-Westphal nucleus,positive,106,BRAC5481.2e,cfos
5328,"Endopiriform nucleus, dorsal part",negative,730,BRAC5481.2e,cfos
5329,"Endopiriform nucleus, dorsal part",positive,4046,BRAC5481.2e,cfos
5330,"Endopiriform nucleus, ventral part",negative,320,BRAC5481.2e,cfos
5331,"Endopiriform nucleus, ventral part",positive,1710,BRAC5481.2e,cfos
5332,"Entorhinal area, lateral part, layer 1",negative,27,BRAC5481.2e,cfos
5333,"Entorhinal area, lateral part, layer 1",positive,1352,BRAC5481.2e,cfos
5334,"Entorhinal area, lateral part, layer 2",negative,98,BRAC5481.2e,cfos
5335,"Entorhinal area, lateral part, layer 2",positive,2489,BRAC5481.2e,cfos
5336,"Entorhinal area, lateral part, layer 3",negative,153,BRAC5481.2e,cfos
5337,"Entorhinal area, lateral part, layer 3",positive,1313,BRAC5481.2e,cfos
5338,"Entorhinal area, lateral part, layer 5",negative,228,BRAC5481.2e,cfos
5339,"Entorhinal area, lateral part, layer 5",positive,1102,BRAC5481.2e,cfos
5340,"Entorhinal area, lateral part, layer 6a",negative,110,BRAC5481.2e,cfos
5341,"Entorhinal area, lateral part, layer 6a",positive,468,BRAC5481.2e,cfos
5342,Ethmoid nucleus of the thalamus,negative,5,BRAC5481.2e,cfos
5343,Ethmoid nucleus of the thalamus,positive,862,BRAC5481.2e,cfos
5344,Fasciola cinerea,negative,3,BRAC5481.2e,cfos
5345,Fasciola cinerea,positive,50,BRAC5481.2e,cfos
5346,Field CA1,negative,276,BRAC5481.2e,cfos
5347,Field CA1,positive,14959,BRAC5481.2e,cfos
5348,Field CA2,negative,16,BRAC5481.2e,cfos
5349,Field CA2,positive,874,BRAC5481.2e,cfos
5350,Field CA3,negative,341,BRAC5481.2e,cfos
5351,Field CA3,positive,11093,BRAC5481.2e,cfos
5352,Fields of Forel,negative,0,BRAC5481.2e,cfos
5353,Fields of Forel,positive,675,BRAC5481.2e,cfos
5354,Fundus of striatum,negative,73,BRAC5481.2e,cfos
5355,Fundus of striatum,positive,789,BRAC5481.2e,cfos
5356,"Globus pallidus, external segment",negative,31,BRAC5481.2e,cfos
5357,"Globus pallidus, external segment",positive,3532,BRAC5481.2e,cfos
5358,"Globus pallidus, internal segment",negative,2,BRAC5481.2e,cfos
5359,"Globus pallidus, internal segment",positive,729,BRAC5481.2e,cfos
5360,"Gustatory areas, layer 1",negative,17,BRAC5481.2e,cfos
5361,"Gustatory areas, layer 1",positive,285,BRAC5481.2e,cfos
5362,"Gustatory areas, layer 2/3",negative,13,BRAC5481.2e,cfos
5363,"Gustatory areas, layer 2/3",positive,1001,BRAC5481.2e,cfos
5364,"Gustatory areas, layer 4",negative,6,BRAC5481.2e,cfos
5365,"Gustatory areas, layer 4",positive,404,BRAC5481.2e,cfos
5366,"Gustatory areas, layer 5",negative,89,BRAC5481.2e,cfos
5367,"Gustatory areas, layer 5",positive,1447,BRAC5481.2e,cfos
5368,"Gustatory areas, layer 6a",negative,133,BRAC5481.2e,cfos
5369,"Gustatory areas, layer 6a",positive,981,BRAC5481.2e,cfos
5370,"Gustatory areas, layer 6b",negative,4,BRAC5481.2e,cfos
5371,"Gustatory areas, layer 6b",positive,84,BRAC5481.2e,cfos
5372,Hippocampal formation,negative,20,BRAC5481.2e,cfos
5373,Hippocampal formation,positive,373,BRAC5481.2e,cfos
5374,Hippocampo-amygdalar transition area,negative,11,BRAC5481.2e,cfos
5375,Hippocampo-amygdalar transition area,positive,208,BRAC5481.2e,cfos
5376,Hypothalamus,negative,634,BRAC5481.2e,cfos
5377,Hypothalamus,positive,8703,BRAC5481.2e,cfos
5378,Induseum griseum,negative,9,BRAC5481.2e,cfos
5379,Induseum griseum,positive,277,BRAC5481.2e,cfos
5380,Interanterodorsal nucleus of the thalamus,negative,6,BRAC5481.2e,cfos
5381,Interanterodorsal nucleus of the thalamus,positive,426,BRAC5481.2e,cfos
5382,Interanteromedial nucleus of the thalamus,negative,0,BRAC5481.2e,cfos
5383,Interanteromedial nucleus of the thalamus,positive,231,BRAC5481.2e,cfos
5384,Intercalated amygdalar nucleus,negative,41,BRAC5481.2e,cfos
5385,Intercalated amygdalar nucleus,positive,347,BRAC5481.2e,cfos
5386,Interfascicular nucleus raphe,negative,5,BRAC5481.2e,cfos
5387,Interfascicular nucleus raphe,positive,144,BRAC5481.2e,cfos
5388,Intergeniculate leaflet of the lateral geniculate complex,negative,1,BRAC5481.2e,cfos
5389,Intergeniculate leaflet of the lateral geniculate complex,positive,342,BRAC5481.2e,cfos
5390,Intermediate geniculate nucleus,negative,0,BRAC5481.2e,cfos
5391,Intermediate geniculate nucleus,positive,70,BRAC5481.2e,cfos
5392,Intermediodorsal nucleus of the thalamus,negative,3,BRAC5481.2e,cfos
5393,Intermediodorsal nucleus of the thalamus,positive,943,BRAC5481.2e,cfos
5394,"Interpeduncular nucleus, dorsolateral",negative,0,BRAC5481.2e,cfos
5395,"Interpeduncular nucleus, dorsolateral",positive,21,BRAC5481.2e,cfos
5396,"Interpeduncular nucleus, intermediate",negative,0,BRAC5481.2e,cfos
5397,"Interpeduncular nucleus, intermediate",positive,9,BRAC5481.2e,cfos
5398,"Interpeduncular nucleus, lateral",negative,0,BRAC5481.2e,cfos
5399,"Interpeduncular nucleus, lateral",positive,3,BRAC5481.2e,cfos
5400,"Interpeduncular nucleus, rostral",negative,0,BRAC5481.2e,cfos
5401,"Interpeduncular nucleus, rostral",positive,207,BRAC5481.2e,cfos
5402,"Interpeduncular nucleus, rostrolateral",negative,0,BRAC5481.2e,cfos
5403,"Interpeduncular nucleus, rostrolateral",positive,33,BRAC5481.2e,cfos
5404,Interstitial nucleus of Cajal,negative,1,BRAC5481.2e,cfos
5405,Interstitial nucleus of Cajal,positive,200,BRAC5481.2e,cfos
5406,Lateral amygdalar nucleus,negative,177,BRAC5481.2e,cfos
5407,Lateral amygdalar nucleus,positive,1205,BRAC5481.2e,cfos
5408,Lateral dorsal nucleus of thalamus,negative,5,BRAC5481.2e,cfos
5409,Lateral dorsal nucleus of thalamus,positive,4065,BRAC5481.2e,cfos
5410,Lateral habenula,negative,3,BRAC5481.2e,cfos
5411,Lateral habenula,positive,1252,BRAC5481.2e,cfos
5412,Lateral hypothalamic area,negative,207,BRAC5481.2e,cfos
5413,Lateral hypothalamic area,positive,5386,BRAC5481.2e,cfos
5414,Lateral mammillary nucleus,negative,16,BRAC5481.2e,cfos
5415,Lateral mammillary nucleus,positive,127,BRAC5481.2e,cfos
5416,Lateral posterior nucleus of the thalamus,negative,23,BRAC5481.2e,cfos
5417,Lateral posterior nucleus of the thalamus,positive,4197,BRAC5481.2e,cfos
