,BrainRegion,Class,Num_cells,id,channel
372,Paraventricular nucleus of the thalamus,negative,6,BRAC5872.1f,cfos
373,Paraventricular nucleus of the thalamus,positive,4220,BRAC5872.1f,cfos
374,Periaqueductal gray,negative,26,BRAC5872.1f,cfos
375,Periaqueductal gray,positive,1988,BRAC5872.1f,cfos
376,Perifornical nucleus,negative,23,BRAC5872.1f,cfos
377,Perifornical nucleus,positive,591,BRAC5872.1f,cfos
378,Peripeduncular nucleus,negative,0,BRAC5872.1f,cfos
379,Peripeduncular nucleus,positive,33,BRAC5872.1f,cfos
380,Perireunensis nucleus,negative,10,BRAC5872.1f,cfos
381,Perireunensis nucleus,positive,655,BRAC5872.1f,cfos
382,"Perirhinal area, layer 1",negative,14,BRAC5872.1f,cfos
383,"Perirhinal area, layer 1",positive,129,BRAC5872.1f,cfos
384,"Perirhinal area, layer 2/3",negative,38,BRAC5872.1f,cfos
385,"Perirhinal area, layer 2/3",positive,800,BRAC5872.1f,cfos
386,"Perirhinal area, layer 5",negative,8,BRAC5872.1f,cfos
387,"Perirhinal area, layer 5",positive,251,BRAC5872.1f,cfos
388,"Perirhinal area, layer 6a",negative,2,BRAC5872.1f,cfos
389,"Perirhinal area, layer 6a",positive,25,BRAC5872.1f,cfos
390,"Perirhinal area, layer 6b",negative,0,BRAC5872.1f,cfos
391,"Perirhinal area, layer 6b",positive,4,BRAC5872.1f,cfos
392,"Periventricular hypothalamic nucleus, anterior part",negative,45,BRAC5872.1f,cfos
393,"Periventricular hypothalamic nucleus, anterior part",positive,123,BRAC5872.1f,cfos
394,"Periventricular hypothalamic nucleus, intermediate part",negative,63,BRAC5872.1f,cfos
395,"Periventricular hypothalamic nucleus, intermediate part",positive,638,BRAC5872.1f,cfos
396,"Periventricular hypothalamic nucleus, posterior part",negative,133,BRAC5872.1f,cfos
397,"Periventricular hypothalamic nucleus, posterior part",positive,132,BRAC5872.1f,cfos
398,"Periventricular hypothalamic nucleus, preoptic part",negative,66,BRAC5872.1f,cfos
399,"Periventricular hypothalamic nucleus, preoptic part",positive,955,BRAC5872.1f,cfos
400,Piriform area,negative,814,BRAC5872.1f,cfos
401,Piriform area,positive,38173,BRAC5872.1f,cfos
402,Piriform-amygdalar area,negative,141,BRAC5872.1f,cfos
403,Piriform-amygdalar area,positive,4038,BRAC5872.1f,cfos
404,Posterior amygdalar nucleus,negative,54,BRAC5872.1f,cfos
405,Posterior amygdalar nucleus,positive,2267,BRAC5872.1f,cfos
406,"Posterior auditory area, layer 1",negative,0,BRAC5872.1f,cfos
407,"Posterior auditory area, layer 1",positive,116,BRAC5872.1f,cfos
408,"Posterior auditory area, layer 2/3",negative,0,BRAC5872.1f,cfos
409,"Posterior auditory area, layer 2/3",positive,301,BRAC5872.1f,cfos
410,"Posterior auditory area, layer 4",negative,2,BRAC5872.1f,cfos
411,"Posterior auditory area, layer 4",positive,233,BRAC5872.1f,cfos
412,"Posterior auditory area, layer 5",negative,11,BRAC5872.1f,cfos
413,"Posterior auditory area, layer 5",positive,557,BRAC5872.1f,cfos
414,"Posterior auditory area, layer 6a",negative,6,BRAC5872.1f,cfos
415,"Posterior auditory area, layer 6a",positive,168,BRAC5872.1f,cfos
416,"Posterior auditory area, layer 6b",negative,2,BRAC5872.1f,cfos
417,"Posterior auditory area, layer 6b",positive,33,BRAC5872.1f,cfos
418,Posterior complex of the thalamus,negative,6,BRAC5872.1f,cfos
419,Posterior complex of the thalamus,positive,4572,BRAC5872.1f,cfos
420,Posterior hypothalamic nucleus,negative,12,BRAC5872.1f,cfos
421,Posterior hypothalamic nucleus,positive,3399,BRAC5872.1f,cfos
422,Posterior intralaminar thalamic nucleus,negative,0,BRAC5872.1f,cfos
423,Posterior intralaminar thalamic nucleus,positive,188,BRAC5872.1f,cfos
424,Posterior limiting nucleus of the thalamus,negative,4,BRAC5872.1f,cfos
425,Posterior limiting nucleus of the thalamus,positive,415,BRAC5872.1f,cfos
426,Posterior pretectal nucleus,negative,0,BRAC5872.1f,cfos
427,Posterior pretectal nucleus,positive,407,BRAC5872.1f,cfos
428,Posterior triangular thalamic nucleus,negative,1,BRAC5872.1f,cfos
429,Posterior triangular thalamic nucleus,positive,900,BRAC5872.1f,cfos
430,Posterodorsal preoptic nucleus,negative,0,BRAC5872.1f,cfos
431,Posterodorsal preoptic nucleus,positive,76,BRAC5872.1f,cfos
432,Postpiriform transition area,negative,15,BRAC5872.1f,cfos
433,Postpiriform transition area,positive,815,BRAC5872.1f,cfos
434,Postsubiculum,negative,0,BRAC5872.1f,cfos
435,Postsubiculum,positive,65,BRAC5872.1f,cfos
436,Precommissural nucleus,negative,18,BRAC5872.1f,cfos
437,Precommissural nucleus,positive,817,BRAC5872.1f,cfos
438,Preparasubthalamic nucleus,negative,0,BRAC5872.1f,cfos
439,Preparasubthalamic nucleus,positive,43,BRAC5872.1f,cfos
440,"Primary auditory area, layer 1",negative,19,BRAC5872.1f,cfos
441,"Primary auditory area, layer 1",positive,516,BRAC5872.1f,cfos
442,"Primary auditory area, layer 2/3",negative,13,BRAC5872.1f,cfos
443,"Primary auditory area, layer 2/3",positive,1533,BRAC5872.1f,cfos
444,"Primary auditory area, layer 4",negative,3,BRAC5872.1f,cfos
445,"Primary auditory area, layer 4",positive,1205,BRAC5872.1f,cfos
446,"Primary auditory area, layer 5",negative,7,BRAC5872.1f,cfos
447,"Primary auditory area, layer 5",positive,2500,BRAC5872.1f,cfos
448,"Primary auditory area, layer 6a",negative,2,BRAC5872.1f,cfos
449,"Primary auditory area, layer 6a",positive,932,BRAC5872.1f,cfos
450,"Primary auditory area, layer 6b",negative,1,BRAC5872.1f,cfos
451,"Primary auditory area, layer 6b",positive,156,BRAC5872.1f,cfos
452,"Primary motor area, Layer 1",negative,27,BRAC5872.1f,cfos
453,"Primary motor area, Layer 1",positive,1028,BRAC5872.1f,cfos
454,"Primary motor area, Layer 2/3",negative,14,BRAC5872.1f,cfos
455,"Primary motor area, Layer 2/3",positive,5035,BRAC5872.1f,cfos
456,"Primary motor area, Layer 5",negative,14,BRAC5872.1f,cfos
457,"Primary motor area, Layer 5",positive,5939,BRAC5872.1f,cfos
458,"Primary motor area, Layer 6a",negative,52,BRAC5872.1f,cfos
459,"Primary motor area, Layer 6a",positive,4839,BRAC5872.1f,cfos
460,"Primary motor area, Layer 6b",negative,5,BRAC5872.1f,cfos
461,"Primary motor area, Layer 6b",positive,277,BRAC5872.1f,cfos
462,"Primary somatosensory area, barrel field, layer 1",negative,57,BRAC5872.1f,cfos
463,"Primary somatosensory area, barrel field, layer 1",positive,1871,BRAC5872.1f,cfos
464,"Primary somatosensory area, barrel field, layer 2/3",negative,33,BRAC5872.1f,cfos
465,"Primary somatosensory area, barrel field, layer 2/3",positive,5553,BRAC5872.1f,cfos
466,"Primary somatosensory area, barrel field, layer 4",negative,10,BRAC5872.1f,cfos
467,"Primary somatosensory area, barrel field, layer 4",positive,6192,BRAC5872.1f,cfos
468,"Primary somatosensory area, barrel field, layer 5",negative,13,BRAC5872.1f,cfos
469,"Primary somatosensory area, barrel field, layer 5",positive,4931,BRAC5872.1f,cfos
470,"Primary somatosensory area, barrel field, layer 6a",negative,42,BRAC5872.1f,cfos
471,"Primary somatosensory area, barrel field, layer 6a",positive,3542,BRAC5872.1f,cfos
472,"Primary somatosensory area, barrel field, layer 6b",negative,3,BRAC5872.1f,cfos
473,"Primary somatosensory area, barrel field, layer 6b",positive,227,BRAC5872.1f,cfos
474,"Primary somatosensory area, lower limb, layer 1",negative,10,BRAC5872.1f,cfos
475,"Primary somatosensory area, lower limb, layer 1",positive,654,BRAC5872.1f,cfos
476,"Primary somatosensory area, lower limb, layer 2/3",negative,1,BRAC5872.1f,cfos
477,"Primary somatosensory area, lower limb, layer 2/3",positive,2363,BRAC5872.1f,cfos
478,"Primary somatosensory area, lower limb, layer 4",negative,0,BRAC5872.1f,cfos
479,"Primary somatosensory area, lower limb, layer 4",positive,1028,BRAC5872.1f,cfos
480,"Primary somatosensory area, lower limb, layer 5",negative,3,BRAC5872.1f,cfos
481,"Primary somatosensory area, lower limb, layer 5",positive,2813,BRAC5872.1f,cfos
482,"Primary somatosensory area, lower limb, layer 6a",negative,26,BRAC5872.1f,cfos
483,"Primary somatosensory area, lower limb, layer 6a",positive,1116,BRAC5872.1f,cfos
484,"Primary somatosensory area, lower limb, layer 6b",negative,7,BRAC5872.1f,cfos
485,"Primary somatosensory area, lower limb, layer 6b",positive,98,BRAC5872.1f,cfos
486,"Primary somatosensory area, mouth, layer 1",negative,7,BRAC5872.1f,cfos
487,"Primary somatosensory area, mouth, layer 1",positive,894,BRAC5872.1f,cfos
488,"Primary somatosensory area, mouth, layer 2/3",negative,1,BRAC5872.1f,cfos
489,"Primary somatosensory area, mouth, layer 2/3",positive,3441,BRAC5872.1f,cfos
490,"Primary somatosensory area, mouth, layer 4",negative,0,BRAC5872.1f,cfos
491,"Primary somatosensory area, mouth, layer 4",positive,3823,BRAC5872.1f,cfos
492,"Primary somatosensory area, mouth, layer 5",negative,3,BRAC5872.1f,cfos
493,"Primary somatosensory area, mouth, layer 5",positive,4278,BRAC5872.1f,cfos
494,"Primary somatosensory area, mouth, layer 6a",negative,14,BRAC5872.1f,cfos
495,"Primary somatosensory area, mouth, layer 6a",positive,5961,BRAC5872.1f,cfos
496,"Primary somatosensory area, mouth, layer 6b",negative,3,BRAC5872.1f,cfos
497,"Primary somatosensory area, mouth, layer 6b",positive,210,BRAC5872.1f,cfos
498,"Primary somatosensory area, nose, layer 1",negative,13,BRAC5872.1f,cfos
499,"Primary somatosensory area, nose, layer 1",positive,1122,BRAC5872.1f,cfos
500,"Primary somatosensory area, nose, layer 2/3",negative,0,BRAC5872.1f,cfos
501,"Primary somatosensory area, nose, layer 2/3",positive,2718,BRAC5872.1f,cfos
502,"Primary somatosensory area, nose, layer 4",negative,0,BRAC5872.1f,cfos
503,"Primary somatosensory area, nose, layer 4",positive,3717,BRAC5872.1f,cfos
504,"Primary somatosensory area, nose, layer 5",negative,3,BRAC5872.1f,cfos
505,"Primary somatosensory area, nose, layer 5",positive,2860,BRAC5872.1f,cfos
506,"Primary somatosensory area, nose, layer 6a",negative,4,BRAC5872.1f,cfos
507,"Primary somatosensory area, nose, layer 6a",positive,4296,BRAC5872.1f,cfos
508,"Primary somatosensory area, nose, layer 6b",negative,2,BRAC5872.1f,cfos
509,"Primary somatosensory area, nose, layer 6b",positive,168,BRAC5872.1f,cfos
510,"Primary somatosensory area, trunk, layer 1",negative,4,BRAC5872.1f,cfos
511,"Primary somatosensory area, trunk, layer 1",positive,383,BRAC5872.1f,cfos
512,"Primary somatosensory area, trunk, layer 2/3",negative,4,BRAC5872.1f,cfos
513,"Primary somatosensory area, trunk, layer 2/3",positive,927,BRAC5872.1f,cfos
514,"Primary somatosensory area, trunk, layer 4",negative,0,BRAC5872.1f,cfos
515,"Primary somatosensory area, trunk, layer 4",positive,433,BRAC5872.1f,cfos
516,"Primary somatosensory area, trunk, layer 5",negative,5,BRAC5872.1f,cfos
517,"Primary somatosensory area, trunk, layer 5",positive,1246,BRAC5872.1f,cfos
518,"Primary somatosensory area, trunk, layer 6a",negative,12,BRAC5872.1f,cfos
519,"Primary somatosensory area, trunk, layer 6a",positive,448,BRAC5872.1f,cfos
520,"Primary somatosensory area, trunk, layer 6b",negative,0,BRAC5872.1f,cfos
521,"Primary somatosensory area, trunk, layer 6b",positive,59,BRAC5872.1f,cfos
522,"Primary somatosensory area, unassigned, layer 1",negative,4,BRAC5872.1f,cfos
523,"Primary somatosensory area, unassigned, layer 1",positive,471,BRAC5872.1f,cfos
524,"Primary somatosensory area, unassigned, layer 2/3",negative,0,BRAC5872.1f,cfos
525,"Primary somatosensory area, unassigned, layer 2/3",positive,1381,BRAC5872.1f,cfos
526,"Primary somatosensory area, unassigned, layer 4",negative,0,BRAC5872.1f,cfos
527,"Primary somatosensory area, unassigned, layer 4",positive,1084,BRAC5872.1f,cfos
528,"Primary somatosensory area, unassigned, layer 5",negative,1,BRAC5872.1f,cfos
529,"Primary somatosensory area, unassigned, layer 5",positive,1387,BRAC5872.1f,cfos
530,"Primary somatosensory area, unassigned, layer 6a",negative,10,BRAC5872.1f,cfos
531,"Primary somatosensory area, unassigned, layer 6a",positive,1048,BRAC5872.1f,cfos
532,"Primary somatosensory area, unassigned, layer 6b",negative,2,BRAC5872.1f,cfos
533,"Primary somatosensory area, unassigned, layer 6b",positive,71,BRAC5872.1f,cfos
534,"Primary somatosensory area, upper limb, layer 1",negative,11,BRAC5872.1f,cfos
535,"Primary somatosensory area, upper limb, layer 1",positive,980,BRAC5872.1f,cfos
536,"Primary somatosensory area, upper limb, layer 2/3",negative,10,BRAC5872.1f,cfos
537,"Primary somatosensory area, upper limb, layer 2/3",positive,3538,BRAC5872.1f,cfos
538,"Primary somatosensory area, upper limb, layer 4",negative,2,BRAC5872.1f,cfos
539,"Primary somatosensory area, upper limb, layer 4",positive,1956,BRAC5872.1f,cfos
540,"Primary somatosensory area, upper limb, layer 5",negative,3,BRAC5872.1f,cfos
541,"Primary somatosensory area, upper limb, layer 5",positive,3487,BRAC5872.1f,cfos
542,"Primary somatosensory area, upper limb, layer 6a",negative,34,BRAC5872.1f,cfos
543,"Primary somatosensory area, upper limb, layer 6a",positive,2588,BRAC5872.1f,cfos
544,"Primary somatosensory area, upper limb, layer 6b",negative,1,BRAC5872.1f,cfos
545,"Primary somatosensory area, upper limb, layer 6b",positive,163,BRAC5872.1f,cfos
546,"Primary visual area, layer 1",negative,8,BRAC5872.1f,cfos
547,"Primary visual area, layer 1",positive,648,BRAC5872.1f,cfos
548,"Primary visual area, layer 2/3",negative,3,BRAC5872.1f,cfos
549,"Primary visual area, layer 2/3",positive,1420,BRAC5872.1f,cfos
550,"Primary visual area, layer 4",negative,1,BRAC5872.1f,cfos
551,"Primary visual area, layer 4",positive,1413,BRAC5872.1f,cfos
552,"Primary visual area, layer 5",negative,2,BRAC5872.1f,cfos
553,"Primary visual area, layer 5",positive,1516,BRAC5872.1f,cfos
554,"Primary visual area, layer 6a",negative,3,BRAC5872.1f,cfos
555,"Primary visual area, layer 6a",positive,733,BRAC5872.1f,cfos
556,"Primary visual area, layer 6b",negative,0,BRAC5872.1f,cfos
557,"Primary visual area, layer 6b",positive,145,BRAC5872.1f,cfos
558,Prosubiculum,negative,2,BRAC5872.1f,cfos
559,Prosubiculum,positive,228,BRAC5872.1f,cfos
560,Red nucleus,negative,0,BRAC5872.1f,cfos
561,Red nucleus,positive,223,BRAC5872.1f,cfos
562,Reticular nucleus of the thalamus,negative,12,BRAC5872.1f,cfos
563,Reticular nucleus of the thalamus,positive,3923,BRAC5872.1f,cfos
564,Retrochiasmatic area,negative,87,BRAC5872.1f,cfos
565,Retrochiasmatic area,positive,49,BRAC5872.1f,cfos
566,Retroparafascicular nucleus,negative,0,BRAC5872.1f,cfos
567,Retroparafascicular nucleus,positive,298,BRAC5872.1f,cfos
568,"Retrosplenial area, dorsal part, layer 1",negative,15,BRAC5872.1f,cfos
569,"Retrosplenial area, dorsal part, layer 1",positive,948,BRAC5872.1f,cfos
570,"Retrosplenial area, dorsal part, layer 2/3",negative,16,BRAC5872.1f,cfos
571,"Retrosplenial area, dorsal part, layer 2/3",positive,3095,BRAC5872.1f,cfos
572,"Retrosplenial area, dorsal part, layer 5",negative,2,BRAC5872.1f,cfos
573,"Retrosplenial area, dorsal part, layer 5",positive,3792,BRAC5872.1f,cfos
574,"Retrosplenial area, dorsal part, layer 6a",negative,16,BRAC5872.1f,cfos
575,"Retrosplenial area, dorsal part, layer 6a",positive,1121,BRAC5872.1f,cfos
576,"Retrosplenial area, dorsal part, layer 6b",negative,3,BRAC5872.1f,cfos
577,"Retrosplenial area, dorsal part, layer 6b",positive,34,BRAC5872.1f,cfos
578,"Retrosplenial area, lateral agranular part, layer 1",negative,2,BRAC5872.1f,cfos
579,"Retrosplenial area, lateral agranular part, layer 1",positive,453,BRAC5872.1f,cfos
580,"Retrosplenial area, lateral agranular part, layer 2/3",negative,41,BRAC5872.1f,cfos
581,"Retrosplenial area, lateral agranular part, layer 2/3",positive,1521,BRAC5872.1f,cfos
582,"Retrosplenial area, lateral agranular part, layer 5",negative,9,BRAC5872.1f,cfos
583,"Retrosplenial area, lateral agranular part, layer 5",positive,1957,BRAC5872.1f,cfos
584,"Retrosplenial area, lateral agranular part, layer 6a",negative,20,BRAC5872.1f,cfos
585,"Retrosplenial area, lateral agranular part, layer 6a",positive,646,BRAC5872.1f,cfos
586,"Retrosplenial area, lateral agranular part, layer 6b",negative,1,BRAC5872.1f,cfos
587,"Retrosplenial area, lateral agranular part, layer 6b",positive,68,BRAC5872.1f,cfos
588,"Retrosplenial area, ventral part, layer 1",negative,32,BRAC5872.1f,cfos
589,"Retrosplenial area, ventral part, layer 1",positive,1668,BRAC5872.1f,cfos
590,"Retrosplenial area, ventral part, layer 2/3",negative,19,BRAC5872.1f,cfos
591,"Retrosplenial area, ventral part, layer 2/3",positive,4961,BRAC5872.1f,cfos
592,"Retrosplenial area, ventral part, layer 5",negative,25,BRAC5872.1f,cfos
593,"Retrosplenial area, ventral part, layer 5",positive,9341,BRAC5872.1f,cfos
594,"Retrosplenial area, ventral part, layer 6a",negative,2,BRAC5872.1f,cfos
595,"Retrosplenial area, ventral part, layer 6a",positive,1614,BRAC5872.1f,cfos
596,"Retrosplenial area, ventral part, layer 6b",negative,0,BRAC5872.1f,cfos
597,"Retrosplenial area, ventral part, layer 6b",positive,77,BRAC5872.1f,cfos
598,Rhomboid nucleus,negative,2,BRAC5872.1f,cfos
599,Rhomboid nucleus,positive,575,BRAC5872.1f,cfos
600,Rostral linear nucleus raphe,negative,0,BRAC5872.1f,cfos
601,Rostral linear nucleus raphe,positive,68,BRAC5872.1f,cfos
602,"Rostrolateral area, layer 1",negative,12,BRAC5872.1f,cfos
603,"Rostrolateral area, layer 1",positive,359,BRAC5872.1f,cfos
604,"Rostrolateral area, layer 2/3",negative,3,BRAC5872.1f,cfos
605,"Rostrolateral area, layer 2/3",positive,818,BRAC5872.1f,cfos
606,"Rostrolateral area, layer 4",negative,2,BRAC5872.1f,cfos
607,"Rostrolateral area, layer 4",positive,642,BRAC5872.1f,cfos
608,"Rostrolateral area, layer 5",negative,2,BRAC5872.1f,cfos
609,"Rostrolateral area, layer 5",positive,879,BRAC5872.1f,cfos
610,"Rostrolateral area, layer 6a",negative,3,BRAC5872.1f,cfos
611,"Rostrolateral area, layer 6a",positive,337,BRAC5872.1f,cfos
612,"Rostrolateral area, layer 6b",negative,1,BRAC5872.1f,cfos
613,"Rostrolateral area, layer 6b",positive,65,BRAC5872.1f,cfos
614,"Secondary motor area, layer 1",negative,10,BRAC5872.1f,cfos
615,"Secondary motor area, layer 1",positive,1015,BRAC5872.1f,cfos
616,"Secondary motor area, layer 2/3",negative,7,BRAC5872.1f,cfos
617,"Secondary motor area, layer 2/3",positive,3809,BRAC5872.1f,cfos
618,"Secondary motor area, layer 5",negative,5,BRAC5872.1f,cfos
619,"Secondary motor area, layer 5",positive,5406,BRAC5872.1f,cfos
620,"Secondary motor area, layer 6a",negative,25,BRAC5872.1f,cfos
621,"Secondary motor area, layer 6a",positive,2894,BRAC5872.1f,cfos
622,"Secondary motor area, layer 6b",negative,0,BRAC5872.1f,cfos
623,"Secondary motor area, layer 6b",positive,108,BRAC5872.1f,cfos
624,Septofimbrial nucleus,negative,18,BRAC5872.1f,cfos
625,Septofimbrial nucleus,positive,863,BRAC5872.1f,cfos
626,Septohippocampal nucleus,negative,0,BRAC5872.1f,cfos
627,Septohippocampal nucleus,positive,50,BRAC5872.1f,cfos
628,Striatum,negative,207,BRAC5872.1f,cfos
629,Striatum,positive,7648,BRAC5872.1f,cfos
630,Subcommissural organ,negative,4,BRAC5872.1f,cfos
631,Subcommissural organ,positive,35,BRAC5872.1f,cfos
632,Subfornical organ,negative,1,BRAC5872.1f,cfos
633,Subfornical organ,positive,191,BRAC5872.1f,cfos
634,Subgeniculate nucleus,negative,0,BRAC5872.1f,cfos
635,Subgeniculate nucleus,positive,115,BRAC5872.1f,cfos
636,Subiculum,negative,20,BRAC5872.1f,cfos
637,Subiculum,positive,1493,BRAC5872.1f,cfos
638,Submedial nucleus of the thalamus,negative,0,BRAC5872.1f,cfos
639,Submedial nucleus of the thalamus,positive,795,BRAC5872.1f,cfos
640,Subparafascicular area,negative,32,BRAC5872.1f,cfos
641,Subparafascicular area,positive,666,BRAC5872.1f,cfos
642,"Subparafascicular nucleus, magnocellular part",negative,1,BRAC5872.1f,cfos
643,"Subparafascicular nucleus, magnocellular part",positive,313,BRAC5872.1f,cfos
644,"Subparafascicular nucleus, parvicellular part",negative,1,BRAC5872.1f,cfos
645,"Subparafascicular nucleus, parvicellular part",positive,591,BRAC5872.1f,cfos
646,Subparaventricular zone,negative,48,BRAC5872.1f,cfos
647,Subparaventricular zone,positive,443,BRAC5872.1f,cfos
648,Substantia innominata,negative,46,BRAC5872.1f,cfos
649,Substantia innominata,positive,6591,BRAC5872.1f,cfos
